date,symbol,open,high,low,close,volume
2025-11-17,GUSE,39.810001373291016,39.84000015258789,39.39500045776367,39.604000091552734,5600
2025-11-18,GUSE,38.90999984741211,39.46099853515625,38.90999984741211,39.20000076293945,15000
2025-11-19,GUSE,39.290000915527344,39.435001373291016,39.150001525878906,39.33399963378906,10000
2025-11-20,GUSE,39.52000045776367,40.0880012512207,38.7859992980957,38.7859992980957,17700
2025-11-21,GUSE,38.86000061035156,39.220001220703125,38.689998626708984,39.15599822998047,542800
2025-11-24,GUSE,39.15999984741211,39.8650016784668,39.15999984741211,39.83000183105469,8900
2025-11-25,GUSE,39.38999938964844,40.29999923706055,39.38999938964844,40.279998779296875,33200
2025-11-26,GUSE,40.130001068115234,40.66999816894531,40.130001068115234,40.595001220703125,14800
2025-11-28,GUSE,40.33000183105469,40.777000427246094,40.33000183105469,40.777000427246094,11800
2025-12-01,GUSE,40.58100128173828,40.75,40.58100128173828,40.58100128173828,5200
2025-12-02,GUSE,40.439998626708984,40.84000015258789,40.439998626708984,40.667999267578125,22000
2025-12-03,GUSE,40.64500045776367,40.849998474121094,40.64500045776367,40.768001556396484,17400
2025-12-04,GUSE,40.65999984741211,40.810001373291016,40.65999984741211,40.762001037597656,15400
2025-12-05,GUSE,40.8849983215332,40.88999938964844,40.790000915527344,40.85300064086914,10400
2025-12-08,GUSE,40.689998626708984,40.90999984741211,40.599998474121094,40.68199920654297,8200
2025-12-09,GUSE,40.2400016784668,40.79100036621094,40.2400016784668,40.65999984741211,3200
2025-12-10,GUSE,40.40999984741211,41.02000045776367,40.40999984741211,40.992000579833984,19800
2025-12-11,GUSE,40.869998931884766,41.09299850463867,40.685001373291016,41.07899856567383,6700
2025-12-12,GUSE,40.69499969482422,40.72999954223633,40.43000030517578,40.5629997253418,4200
2025-12-15,GUSE,40.45000076293945,40.51900100708008,40.45000076293945,40.47999954223633,2100
2025-12-16,GUSE,40.29999923706055,40.459999084472656,40.20000076293945,40.41600036621094,23400
2025-12-17,GUSE,40.349998474121094,40.349998474121094,39.935001373291016,39.935001373291016,39800
2025-12-18,GUSE,40.36000061035156,40.564998626708984,40.27000045776367,40.340999603271484,5300
2025-12-19,GUSE,40.34000015258789,40.69300079345703,40.34000015258789,40.67599868774414,2600
2025-12-22,GUSE,40.869998931884766,40.95000076293945,40.869998931884766,40.93000030517578,7400
2025-12-23,GUSE,40.66999816894531,40.849998474121094,40.65999984741211,40.84199905395508,15000
2025-12-24,GUSE,40.869998931884766,40.9900016784668,40.869998931884766,40.98899841308594,6800
