date,symbol,open,high,low,close,volume,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2024-12-30 00:00:00+00:00,SBDS,43.20000076293945,47.20000076293945,43.20000076293945,46.0,8633.0,,,,,,,,
2024-12-31 00:00:00+00:00,SBDS,47.20000076293945,47.20000076293945,43.79999923706055,45.59999847412109,16475.0,,,,,,,,
2025-01-02 00:00:00+00:00,SBDS,45.59999847412109,49.20000076293945,45.59999847412109,46.400001525878906,7535.0,,,,,,,,
2025-01-03 00:00:00+00:00,SBDS,46.400001525878906,47.59999847412109,45.59999847412109,46.0,9673.0,,,,,,,,
2025-01-06 00:00:00+00:00,SBDS,47.20000076293945,48.0,46.0,46.0,5005.0,,,,,,,,
2025-01-07 00:00:00+00:00,SBDS,47.20000076293945,47.400001525878906,43.59999847412109,44.400001525878906,6380.0,,,,,,,,
2025-01-08 00:00:00+00:00,SBDS,44.400001525878906,44.400001525878906,42.79999923706055,43.20000076293945,6043.0,,,,,,,,
2025-01-10 00:00:00+00:00,SBDS,43.20000076293945,43.59999847412109,42.0,42.400001525878906,3800.0,,,,,,,,
2025-01-13 00:00:00+00:00,SBDS,42.400001525878906,43.20000076293945,42.0,42.400001525878906,4938.0,,,,,,,,
2025-01-14 00:00:00+00:00,SBDS,42.400001525878906,43.20000076293945,41.59999847412109,42.0,4563.0,,,,,,,,
2025-01-15 00:00:00+00:00,SBDS,43.20000076293945,43.20000076293945,41.59999847412109,42.0,3393.0,,,,,,,,
2025-01-16 00:00:00+00:00,SBDS,41.59999847412109,43.20000076293945,41.20000076293945,42.0,3863.0,,,,,,,,
2025-01-17 00:00:00+00:00,SBDS,42.79999923706055,43.20000076293945,41.59999847412109,42.0,3800.0,,,,,,,,
2025-01-21 00:00:00+00:00,SBDS,43.20000076293945,43.20000076293945,41.59999847412109,42.79999923706055,5423.0,,,,,,,,
2025-01-22 00:00:00+00:00,SBDS,42.79999923706055,43.59999847412109,42.400001525878906,42.400001525878906,3963.0,,,,,,,,
2025-01-23 00:00:00+00:00,SBDS,42.0,42.400001525878906,41.20000076293945,41.59999847412109,5670.0,,,,,,,,
2025-01-24 00:00:00+00:00,SBDS,41.59999847412109,42.79999923706055,41.20000076293945,41.59999847412109,10173.0,,,,,,,,
2025-01-27 00:00:00+00:00,SBDS,40.79999923706055,43.20000076293945,40.79999923706055,41.59999847412109,3698.0,,,,,,,,
2025-01-28 00:00:00+00:00,SBDS,41.59999847412109,41.91999816894531,40.79999923706055,41.59999847412109,3248.0,,,,,,,,
2025-01-29 00:00:00+00:00,SBDS,42.400001525878906,42.400001525878906,40.0,40.79999923706055,3835.0,,,,,,,,
2025-01-30 00:00:00+00:00,SBDS,40.79999923706055,41.040000915527344,39.59999847412109,39.959999084472656,4888.0,,,,,,,,
2025-01-31 00:00:00+00:00,SBDS,40.0,40.400001525878906,39.20000076293945,39.20000076293945,8060.0,,,,,,,,
2025-02-03 00:00:00+00:00,SBDS,38.63999938964844,39.59999847412109,38.0,38.0,3178.0,,,,,,,,
2025-02-04 00:00:00+00:00,SBDS,38.79999923706055,38.79999923706055,36.15999984741211,36.79999923706055,5223.0,,,,,,,,
2025-02-05 00:00:00+00:00,SBDS,37.20000076293945,38.31999969482422,36.43999862670898,36.7599983215332,5595.0,,,,,,,,
2025-02-06 00:00:00+00:00,SBDS,37.400001525878906,38.2400016784668,36.84000015258789,37.08000183105469,4168.0,,,,,,,,
2025-02-07 00:00:00+00:00,SBDS,36.880001068115234,37.59999847412109,36.0,36.400001525878906,4698.0,,,,,,,,
2025-02-10 00:00:00+00:00,SBDS,37.20000076293945,39.959999084472656,35.599998474121094,38.43999862670898,6090.0,,,,,,,,
2025-02-11 00:00:00+00:00,SBDS,38.0,38.79999923706055,37.20000076293945,37.400001525878906,3835.0,,,,,,,,
2025-02-12 00:00:00+00:00,SBDS,37.31999969482422,37.52000045776367,36.0,36.040000915527344,6823.0,,,,,,,,
2025-02-13 00:00:00+00:00,SBDS,36.0,38.79999923706055,35.68000030517578,38.720001220703125,4540.0,,,,,,,,
2025-02-14 00:00:00+00:00,SBDS,38.0,39.91999816894531,37.79999923706055,39.84000015258789,3010.0,,,,,,,,
2025-02-18 00:00:00+00:00,SBDS,40.0,40.0,38.59999847412109,39.59999847412109,2740.0,,,,,,,,
2025-02-19 00:00:00+00:00,SBDS,38.0,38.0,35.20000076293945,35.52000045776367,15475.0,,,,,,,,
2025-02-20 00:00:00+00:00,SBDS,36.79999923706055,36.79999923706055,34.400001525878906,34.91999816894531,4240.0,,,,,,,,
2025-02-21 00:00:00+00:00,SBDS,35.79999923706055,35.79999923706055,31.200000762939453,33.20000076293945,22768.0,,,,,,,,
2025-02-24 00:00:00+00:00,SBDS,33.599998474121094,35.20000076293945,32.400001525878906,33.599998474121094,6848.0,,,,,,,,
2025-02-25 00:00:00+00:00,SBDS,32.599998474121094,33.599998474121094,31.600000381469727,31.600000381469727,6230.0,,,,,,,,
2025-02-26 00:00:00+00:00,SBDS,31.559999465942383,32.31999969482422,31.39999961853028,31.84000015258789,3513.0,,,,,,,,
2025-02-27 00:00:00+00:00,SBDS,32.0,32.0,29.68000030517578,29.68000030517578,14205.0,,,,,,,,
2025-02-28 00:00:00+00:00,SBDS,30.0,30.1200008392334,28.39999961853028,29.84000015258789,8898.0,,,,,,,,
2025-03-03 00:00:00+00:00,SBDS,29.200000762939453,29.63999938964844,27.600000381469727,27.920000076293945,5688.0,,,,,,,,
