date,symbol,open,high,low,close,volume,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2025-10-01 00:00:00+00:00,DRES,,,,,,25.0,25.040000915527344,24.90999984741211,24.96299934387207,24.874549865722656,27500.0,0.0,0.0
2025-10-02 00:00:00+00:00,DRES,,,,,,24.989999771118164,25.079999923706055,24.989999771118164,25.069000244140625,24.980173110961914,41200.0,0.0,0.0
2025-10-03 00:00:00+00:00,DRES,,,,,,25.155000686645508,25.325000762939453,25.155000686645508,25.211000442504883,25.121671676635742,6900.0,0.0,0.0
2025-10-06 00:00:00+00:00,DRES,,,,,,25.219999313354492,25.43000030517578,25.209999084472656,25.395000457763672,25.30501937866211,2800.0,0.0,0.0
2025-10-07 00:00:00+00:00,DRES,,,,,,25.31999969482422,25.31999969482422,25.09000015258789,25.138999938964844,25.049924850463867,1300.0,0.0,0.0
2025-10-08 00:00:00+00:00,DRES,,,,,,25.1200008392334,25.610000610351562,25.1200008392334,25.610000610351562,25.519256591796875,547500.0,0.0,0.0
2025-10-09 00:00:00+00:00,DRES,,,,,,25.440000534057617,25.459999084472656,25.31999969482422,25.31999969482422,25.23028564453125,412900.0,0.0,0.0
2025-10-10 00:00:00+00:00,DRES,,,,,,25.329999923706055,25.329999923706055,24.679000854492188,24.679000854492188,24.591556549072266,1400.0,0.0,0.0
2025-10-13 00:00:00+00:00,DRES,,,,,,25.0,25.139999389648438,25.0,25.04400062561035,24.955263137817383,3500.0,0.0,0.0
2025-10-14 00:00:00+00:00,DRES,,,,,,25.04800033569336,25.479999542236328,25.04800033569336,25.37299919128418,25.283096313476562,4100.0,0.0,0.0
2025-10-15 00:00:00+00:00,DRES,,,,,,25.565000534057617,25.610000610351562,25.25,25.334999084472656,25.24523162841797,3200.0,0.0,0.0
2025-10-16 00:00:00+00:00,DRES,,,,,,25.420000076293945,25.420000076293945,25.110000610351562,25.131999969482422,25.042949676513672,1300.0,0.0,0.0
2025-10-17 00:00:00+00:00,DRES,,,,,,25.100000381469727,25.1299991607666,25.082000732421875,25.082000732421875,24.993127822875977,2300.0,0.0,0.0
2025-10-20 00:00:00+00:00,DRES,,,,,,25.40999984741211,25.4950008392334,25.409000396728516,25.4950008392334,25.404664993286133,2300.0,0.0,0.0
2025-10-21 00:00:00+00:00,DRES,,,,,,25.64900016784668,25.656999588012695,25.64900016784668,25.656999588012695,25.566089630126953,1700.0,0.0,0.0
2025-10-22 00:00:00+00:00,DRES,,,,,,25.65999984741211,25.65999984741211,25.16200065612793,25.16200065612793,25.072845458984375,1000.0,0.0,0.0
2025-10-23 00:00:00+00:00,DRES,,,,,,25.3700008392334,25.3700008392334,25.229999542236328,25.246999740600586,25.157543182373047,1300.0,0.0,0.0
