date,Open,High,Low,Close,Adj Close,Volume,symbol,Dividends,Stock Splits
2024-12-30 05:00:00+00:00,2.740000009536743,3.450000047683716,2.5,3.430000066757202,3.430000066757202,567600,JYD,,
2024-12-31 05:00:00+00:00,3.309999942779541,3.490000009536743,3.200000047683716,3.200000047683716,3.200000047683716,106100,JYD,,
2025-01-02 05:00:00+00:00,3.25,3.25,2.75,2.890000104904175,2.890000104904175,189200,JYD,,
2025-01-03 05:00:00+00:00,2.869999885559082,3.2090001106262207,2.869999885559082,3.130000114440918,3.130000114440918,103200,JYD,,
2025-01-06 05:00:00+00:00,3.190000057220459,3.190000057220459,2.4100000858306885,2.430000066757202,2.430000066757202,260900,JYD,,
2025-01-07 05:00:00+00:00,2.4100000858306885,2.6589999198913574,2.319000005722046,2.3299999237060547,2.3299999237060547,76100,JYD,,
2025-01-08 05:00:00+00:00,2.299999952316284,2.299999952316284,2.009999990463257,2.0299999713897705,2.0299999713897705,113800,JYD,,
2025-01-10 05:00:00+00:00,2.039999961853028,2.609999895095825,1.8799999952316284,2.509999990463257,2.509999990463257,470700,JYD,,
2025-01-13 05:00:00+00:00,2.5,2.549999952316284,1.9800000190734863,2.130000114440918,2.130000114440918,31528300,JYD,,
2025-01-14 05:00:00+00:00,2.1600000858306885,2.299999952316284,2.119999885559082,2.289999961853028,2.289999961853028,29402000,JYD,,
2025-01-15 05:00:00+00:00,2.259999990463257,2.450999975204468,2.200000047683716,2.4100000858306885,2.4100000858306885,2461200,JYD,,
2025-01-16 05:00:00+00:00,2.390000104904175,2.490000009536743,2.359999895095825,2.4200000762939453,2.4200000762939453,1646500,JYD,,
2025-01-17 05:00:00+00:00,2.450000047683716,2.799999952316284,2.450000047683716,2.650000095367432,2.650000095367432,1004000,JYD,,
2025-01-21 05:00:00+00:00,2.6600000858306885,2.75,2.380000114440918,2.470000028610229,2.470000028610229,2253600,JYD,,
2025-01-22 05:00:00+00:00,2.509999990463257,3.660000085830689,2.380000114440918,3.5199999809265137,3.5199999809265137,1265600,JYD,,
2025-01-23 05:00:00+00:00,3.5199999809265137,3.990000009536743,3.5,3.5199999809265137,3.5199999809265137,5020600,JYD,,
2025-01-24 05:00:00+00:00,3.5199999809265137,3.7799999713897705,3.5199999809265137,3.559999942779541,3.559999942779541,153000,JYD,,
2025-01-27 05:00:00+00:00,3.5199999809265137,3.900000095367432,3.5199999809265137,3.7699999809265137,3.7699999809265137,137300,JYD,,
2025-01-28 05:00:00+00:00,3.7899999618530273,4.777999877929688,3.7899999618530273,4.269999980926514,4.269999980926514,441000,JYD,,
2025-01-29 05:00:00+00:00,4.300000190734863,4.559999942779541,3.5999999046325684,3.7200000286102295,3.7200000286102295,549700,JYD,,
2025-01-30 05:00:00+00:00,3.569999933242798,3.900000095367432,3.2799999713897705,3.4800000190734863,3.4800000190734863,281100,JYD,,
2025-01-31 05:00:00+00:00,3.680000066757202,3.934999942779541,3.569999933242798,3.7100000381469727,3.7100000381469727,68400,JYD,,
