date,symbol,open,high,low,close,volume,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2025-10-02 00:00:00+00:00,CBK,,,,,,25.25,25.25,23.360000610351562,24.0,23.903654098510742,722800.0,0.0,0.0
2025-10-03 00:00:00+00:00,CBK,,,,,,23.799999237060547,24.5,23.799999237060547,24.290000915527344,24.192489624023438,46100.0,0.0,0.0
2025-10-06 00:00:00+00:00,CBK,,,,,,24.3700008392334,24.75,24.200000762939453,24.75,24.65064239501953,113100.0,0.0,0.0
2025-10-07 00:00:00+00:00,CBK,,,,,,24.799999237060547,24.799999237060547,24.459999084472656,24.700000762939453,24.60084342956543,78900.0,0.0,0.0
2025-10-08 00:00:00+00:00,CBK,,,,,,24.75,24.899999618530273,24.649999618530273,24.649999618530273,24.551044464111328,73200.0,0.0,0.0
2025-10-09 00:00:00+00:00,CBK,,,,,,24.149999618530273,25.889999389648438,24.149999618530273,24.549999237060547,24.451444625854492,50000.0,0.0,0.0
2025-10-10 00:00:00+00:00,CBK,,,,,,24.739999771118164,24.78499984741211,24.0,24.350000381469727,24.252248764038086,164200.0,0.0,0.0
2025-10-13 00:00:00+00:00,CBK,,,,,,24.649999618530273,24.799999237060547,24.209999084472656,24.75,24.65064239501953,48000.0,0.0,0.0
2025-10-14 00:00:00+00:00,CBK,,,,,,24.600000381469727,24.739999771118164,24.540000915527344,24.68000030517578,24.58092498779297,9300.0,0.0,0.0
2025-10-15 00:00:00+00:00,CBK,,,,,,24.75,24.75,24.290000915527344,24.440000534057617,24.341888427734375,12300.0,0.0,0.0
2025-10-16 00:00:00+00:00,CBK,,,,,,24.700000762939453,24.770000457763672,23.799999237060547,24.270000457763672,24.172569274902344,80100.0,0.0,0.0
2025-10-17 00:00:00+00:00,CBK,,,,,,23.809999465942383,24.40999984741211,23.700000762939453,24.190000534057617,24.092891693115234,28900.0,0.0,0.0
2025-10-20 00:00:00+00:00,CBK,,,,,,24.399999618530273,24.540000915527344,23.860000610351562,24.540000915527344,24.441486358642578,24900.0,0.0,0.0
2025-10-21 00:00:00+00:00,CBK,,,,,,24.264999389648438,25.25,24.264999389648438,25.15999984741211,25.058996200561523,38300.0,0.0,0.0
2025-10-22 00:00:00+00:00,CBK,,,,,,25.25,25.25,24.579999923706055,24.860000610351562,24.760202407836914,103700.0,0.0,0.0
2025-10-23 00:00:00+00:00,CBK,,,,,,25.020000457763672,25.200000762939453,24.68000030517578,24.989999771118164,24.889678955078125,38200.0,0.0,0.0
2025-10-24 00:00:00+00:00,CBK,,,,,,24.979999542236328,25.459999084472656,24.725000381469727,25.344999313354492,25.243253707885742,220700.0,0.0,0.0
2025-10-27 00:00:00+00:00,CBK,,,,,,24.93000030517578,25.549999237060547,24.93000030517578,25.200000762939453,25.09883689880371,30600.0,0.0,0.0
2025-10-28 00:00:00+00:00,CBK,,,,,,25.100000381469727,25.31999969482422,24.729999542236328,24.790000915527344,24.69048309326172,66700.0,0.0,0.0
2025-10-29 00:00:00+00:00,CBK,,,,,,24.93000030517578,24.950000762939453,24.329999923706055,24.6299991607666,24.531124114990234,27800.0,0.0,0.0
2025-10-30 00:00:00+00:00,CBK,,,,,,24.274999618530273,24.5,24.104999542236328,24.170000076293945,24.07297134399414,26700.0,0.0,0.0
2025-10-31 00:00:00+00:00,CBK,,,,,,24.139999389648438,24.5,24.110000610351562,24.450000762939453,24.351848602294922,15200.0,0.0,0.0
2025-11-03 00:00:00+00:00,CBK,,,,,,24.4060001373291,24.5,24.30500030517578,24.5,24.40164566040039,20600.0,0.0,0.0
2025-11-04 00:00:00+00:00,CBK,,,,,,24.489999771118164,24.510000228881836,24.440000534057617,24.5,24.40164566040039,27400.0,0.0,0.0
2025-11-05 00:00:00+00:00,CBK,,,,,,24.440000534057617,24.6299991607666,24.049999237060547,24.3799991607666,24.282127380371094,36700.0,0.0,0.0
2025-11-06 00:00:00+00:00,CBK,,,,,,24.15999984741211,24.3799991607666,23.829999923706055,24.010000228881836,23.91361427307129,21400.0,0.0,0.0
2025-11-07 00:00:00+00:00,CBK,,,,,,23.809999465942383,24.200000762939453,23.809999465942383,24.200000762939453,24.10285186767578,24000.0,0.0,0.0
2025-11-10 00:00:00+00:00,CBK,,,,,,24.139999389648438,24.360000610351562,23.969999313354492,24.219999313354492,24.122770309448242,14300.0,0.0,0.0
