date,Open,High,Low,Close,Adj Close,Volume,symbol,Dividends,Stock Splits,Capital Gains
2024-11-15 05:00:00+00:00,32.09000015258789,32.09000015258789,30.89999961853028,30.89999961853028,30.453676223754883,18300,HRTS,,,
2024-11-18 05:00:00+00:00,30.799999237060547,30.799999237060547,30.301000595092773,30.38999938964844,29.95104217529297,17200,HRTS,,,
2024-11-19 05:00:00+00:00,30.200000762939453,30.52899932861328,30.200000762939453,30.489999771118164,30.049598693847656,10400,HRTS,,,
2024-11-20 05:00:00+00:00,30.540000915527344,30.8799991607666,30.440000534057617,30.8799991607666,30.4339656829834,14100,HRTS,,,
2024-11-21 05:00:00+00:00,30.940000534057617,31.07299995422364,30.690000534057617,30.770000457763672,30.3255558013916,17700,HRTS,,,
2024-11-22 05:00:00+00:00,30.950000762939453,31.38400077819824,30.600000381469727,31.32999992370605,30.877466201782227,8800,HRTS,,,
2024-11-25 05:00:00+00:00,31.799999237060547,32.18000030517578,31.39999961853028,31.790000915527344,31.3308219909668,12300,HRTS,,,
2024-11-26 05:00:00+00:00,31.850000381469727,31.920000076293945,31.6299991607666,31.920000076293945,31.45894432067871,16800,HRTS,,,
2024-11-27 05:00:00+00:00,31.920000076293945,32.439998626708984,31.920000076293945,32.33000183105469,31.86302375793457,8000,HRTS,,,
2024-11-29 05:00:00+00:00,32.459999084472656,32.560001373291016,32.38999938964844,32.5,32.03056716918945,3500,HRTS,,,
2024-12-02 05:00:00+00:00,32.4900016784668,32.54999923706055,32.369998931884766,32.400001525878906,31.9320125579834,9400,HRTS,,,
2024-12-03 05:00:00+00:00,32.439998626708984,32.439998626708984,32.22999954223633,32.2599983215332,31.79403114318848,5900,HRTS,,,
2024-12-04 05:00:00+00:00,32.310001373291016,32.665000915527344,32.310001373291016,32.45600128173828,31.98720359802246,7700,HRTS,,,
2024-12-05 05:00:00+00:00,32.459999084472656,32.459999084472656,31.90999984741211,32.029998779296875,31.567354202270508,42000,HRTS,,,
2024-12-06 05:00:00+00:00,32.130001068115234,32.70000076293945,32.130001068115234,32.70000076293945,32.22767639160156,23100,HRTS,,,
2024-12-09 05:00:00+00:00,32.70000076293945,32.900001525878906,32.560001373291016,32.560001373291016,32.08970260620117,14900,HRTS,,,
2024-12-10 05:00:00+00:00,32.630001068115234,32.630001068115234,32.38600158691406,32.470001220703125,32.000999450683594,8400,HRTS,,,
2024-12-11 05:00:00+00:00,32.2599983215332,32.2599983215332,31.780000686645508,32.060001373291016,32.060001373291016,16100,HRTS,,,
2024-12-12 05:00:00+00:00,31.39999961853028,31.39999961853028,30.61000061035156,30.61000061035156,30.61000061035156,14600,HRTS,,,
2024-12-13 05:00:00+00:00,30.6299991607666,30.64200019836425,30.170000076293945,30.43000030517578,30.43000030517578,47500,HRTS,,,
2024-12-16 05:00:00+00:00,30.450000762939453,30.75,30.21500015258789,30.61000061035156,30.61000061035156,15400,HRTS,,,
2024-12-17 05:00:00+00:00,30.420000076293945,30.68000030517578,30.32999992370605,30.5,30.5,54800,HRTS,,,
2024-12-18 05:00:00+00:00,30.40999984741211,30.40999984741211,29.170000076293945,29.270000457763672,29.270000457763672,12200,HRTS,,,
2024-12-19 05:00:00+00:00,29.14999961853028,29.26300048828125,28.809999465942383,29.06999969482422,29.06999969482422,33600,HRTS,,,
2024-12-20 05:00:00+00:00,28.89999961853028,29.51700019836425,28.89999961853028,29.14999961853028,29.14999961853028,10000,HRTS,,,
2024-12-23 05:00:00+00:00,29.299999237060547,29.530000686645508,29.100000381469727,29.530000686645508,29.530000686645508,23400,HRTS,,,
2024-12-24 05:00:00+00:00,29.6200008392334,29.63999938964844,29.31100082397461,29.63999938964844,29.63999938964844,49400,HRTS,,,
2024-12-26 05:00:00+00:00,29.51499938964844,29.770000457763672,29.51499938964844,29.76000022888184,29.76000022888184,8900,HRTS,,,
2024-12-27 05:00:00+00:00,29.68000030517578,29.926000595092773,29.34000015258789,29.44499969482422,29.44499969482422,19800,HRTS,,,
2024-12-30 05:00:00+00:00,29.36000061035156,29.36000061035156,28.86000061035156,28.959999084472656,28.959999084472656,18700,HRTS,,,
2024-12-31 05:00:00+00:00,29.01000022888184,29.01000022888184,28.76499938964844,28.8700008392334,28.8700008392334,22400,HRTS,,,
2025-01-02 05:00:00+00:00,29.13999938964844,29.38599967956543,29.06999969482422,29.18000030517578,29.18000030517578,9700,HRTS,,,
2025-01-03 05:00:00+00:00,29.190000534057617,29.5009994506836,29.190000534057617,29.38999938964844,29.38999938964844,6300,HRTS,,,
2025-01-06 05:00:00+00:00,29.489999771118164,29.489999771118164,29.174999237060547,29.280000686645508,29.280000686645508,8600,HRTS,,,
2025-01-07 05:00:00+00:00,29.46999931335449,29.6299991607666,29.350000381469727,29.38500022888184,29.38500022888184,7100,HRTS,,,
2025-01-08 05:00:00+00:00,29.36000061035156,29.51000022888184,29.270000457763672,29.38999938964844,29.38999938964844,23600,HRTS,,,
2025-01-10 05:00:00+00:00,29.61000061035156,29.61000061035156,28.89200019836425,28.989999771118164,28.989999771118164,16100,HRTS,,,
2025-01-13 05:00:00+00:00,28.809999465942383,29.229999542236328,28.64999961853028,29.229999542236328,29.229999542236328,24300,HRTS,,,
2025-01-14 05:00:00+00:00,29.25,29.25,28.559999465942383,28.670000076293945,28.670000076293945,21200,HRTS,,,
2025-01-15 05:00:00+00:00,28.68000030517578,29.100000381469727,28.68000030517578,28.950000762939453,28.950000762939453,8900,HRTS,,,
2025-01-16 05:00:00+00:00,28.780000686645508,28.924999237060547,28.739999771118164,28.88999938964844,28.88999938964844,4600,HRTS,,,
2025-01-17 05:00:00+00:00,28.959999084472656,28.96699905395508,28.698999404907227,28.700000762939453,28.700000762939453,10200,HRTS,,,
2025-01-21 05:00:00+00:00,28.700000762939453,29.26099967956543,28.700000762939453,29.209999084472656,29.209999084472656,15300,HRTS,,,
2025-01-22 05:00:00+00:00,29.32999992370605,29.415000915527344,29.25,29.32999992370605,29.32999992370605,16500,HRTS,,,
2025-01-23 05:00:00+00:00,29.23500061035156,29.8700008392334,29.15999984741211,29.8700008392334,29.8700008392334,15600,HRTS,,,
2025-01-24 05:00:00+00:00,29.84000015258789,30.1200008392334,29.84000015258789,30.059999465942383,30.059999465942383,12000,HRTS,,,
2025-01-27 05:00:00+00:00,30.020000457763672,30.46999931335449,30.020000457763672,30.43000030517578,30.43000030517578,13100,HRTS,,,
2025-01-28 05:00:00+00:00,30.3799991607666,30.420000076293945,30.229999542236328,30.229999542236328,30.229999542236328,10300,HRTS,,,
2025-01-29 05:00:00+00:00,30.13999938964844,30.323999404907227,29.88500022888184,30.290000915527344,30.290000915527344,6300,HRTS,,,
