date,symbol,open,high,low,close,volume
2025-09-17,MYMK,25.089000701904297,25.089000701904297,25.059999465942383,25.059999465942383,2000
2025-09-18,MYMK,25.059999465942383,25.059999465942383,25.045000076293945,25.045000076293945,700
2025-09-19,MYMK,25.010000228881836,25.040000915527344,25.010000228881836,25.040000915527344,1300
2025-09-22,MYMK,24.989999771118164,24.989999771118164,24.989999771118164,24.989999771118164,100
2025-09-23,MYMK,25.014999389648438,25.014999389648438,25.014999389648438,25.014999389648438,100
2025-09-24,MYMK,24.950000762939453,24.950000762939453,24.950000762939453,24.950000762939453,100
2025-09-25,MYMK,24.96500015258789,24.96500015258789,24.96500015258789,24.96500015258789,0
2025-09-26,MYMK,24.954999923706055,24.954999923706055,24.954999923706055,24.954999923706055,100
2025-09-29,MYMK,24.94499969482422,24.94499969482422,24.94499969482422,24.94499969482422,0
2025-09-30,MYMK,24.940000534057617,24.940000534057617,24.940000534057617,24.940000534057617,0
2025-10-01,MYMK,24.94700050354004,24.94700050354004,24.94700050354004,24.94700050354004,100
2025-10-02,MYMK,24.959999084472656,24.959999084472656,24.959999084472656,24.959999084472656,0
2025-10-03,MYMK,24.934999465942383,24.934999465942383,24.934999465942383,24.934999465942383,100
2025-10-06,MYMK,24.954999923706055,24.954999923706055,24.954999923706055,24.954999923706055,0
2025-10-07,MYMK,24.959999084472656,24.959999084472656,24.959999084472656,24.959999084472656,0
2025-10-08,MYMK,24.975000381469727,24.975000381469727,24.975000381469727,24.975000381469727,0
2025-10-09,MYMK,24.985000610351562,24.985000610351562,24.985000610351562,24.985000610351562,100
2025-10-10,MYMK,25.0049991607666,25.0049991607666,25.0049991607666,25.0049991607666,0
2025-10-13,MYMK,25.014999389648438,25.014999389648438,25.014999389648438,25.014999389648438,0
2025-10-14,MYMK,25.010000228881836,25.010000228881836,25.010000228881836,25.010000228881836,0
2025-10-15,MYMK,25.040000915527344,25.040000915527344,25.040000915527344,25.040000915527344,0
2025-10-16,MYMK,25.06999969482422,25.06999969482422,25.06999969482422,25.06999969482422,100
2025-10-17,MYMK,25.06999969482422,25.06999969482422,25.06999969482422,25.06999969482422,0
2025-10-20,MYMK,25.10700035095215,25.10700035095215,25.10700035095215,25.10700035095215,0
2025-10-21,MYMK,25.100000381469727,25.100000381469727,25.100000381469727,25.100000381469727,0
2025-10-22,MYMK,25.1200008392334,25.1200008392334,25.1200008392334,25.1200008392334,0
2025-10-23,MYMK,25.1200008392334,25.1200008392334,25.1200008392334,25.1200008392334,0
2025-10-24,MYMK,25.135000228881836,25.135000228881836,25.135000228881836,25.135000228881836,0
2025-10-27,MYMK,25.156999588012695,25.156999588012695,25.156999588012695,25.156999588012695,100
2025-10-28,MYMK,25.139999389648438,25.139999389648438,25.139999389648438,25.139999389648438,100
2025-10-29,MYMK,25.139999389648438,25.139999389648438,25.139999389648438,25.139999389648438,0
2025-10-30,MYMK,25.131999969482422,25.131999969482422,25.131999969482422,25.131999969482422,0
2025-10-31,MYMK,25.110000610351562,25.110000610351562,25.110000610351562,25.110000610351562,0
2025-11-03,MYMK,25.045000076293945,25.045000076293945,25.045000076293945,25.045000076293945,0
2025-11-04,MYMK,25.06999969482422,25.06999969482422,25.06999969482422,25.06999969482422,0
2025-11-05,MYMK,25.059999465942383,25.059999465942383,25.059999465942383,25.059999465942383,100
2025-11-06,MYMK,25.079999923706055,25.079999923706055,25.079999923706055,25.079999923706055,0
2025-11-07,MYMK,25.09000015258789,25.09000015258789,25.09000015258789,25.09000015258789,0
2025-11-10,MYMK,25.09000015258789,25.09000015258789,25.09000015258789,25.09000015258789,100
2025-11-11,MYMK,25.110000610351562,25.110000610351562,25.110000610351562,25.110000610351562,0
2025-11-12,MYMK,25.110000610351562,25.110000610351562,25.110000610351562,25.110000610351562,0
2025-11-13,MYMK,25.094999313354492,25.094999313354492,25.094999313354492,25.094999313354492,0
2025-11-14,MYMK,25.09000015258789,25.09000015258789,25.09000015258789,25.09000015258789,0
2025-11-17,MYMK,25.09000015258789,25.09000015258789,25.09000015258789,25.09000015258789,0
2025-11-18,MYMK,25.09000015258789,25.09000015258789,25.09000015258789,25.09000015258789,0
2025-11-19,MYMK,25.09000015258789,25.09000015258789,25.09000015258789,25.09000015258789,0
2025-11-20,MYMK,25.100000381469727,25.100000381469727,25.100000381469727,25.100000381469727,0
2025-11-21,MYMK,25.1200008392334,25.1200008392334,25.1200008392334,25.1200008392334,100
2025-11-24,MYMK,25.110000610351562,25.110000610351562,25.110000610351562,25.110000610351562,0
2025-11-25,MYMK,25.100000381469727,25.100000381469727,25.100000381469727,25.100000381469727,0
2025-11-26,MYMK,25.110000610351562,25.110000610351562,25.110000610351562,25.110000610351562,0
2025-11-28,MYMK,25.110000610351562,25.110000610351562,25.110000610351562,25.110000610351562,0
2025-12-01,MYMK,25.049999237060547,25.049999237060547,25.049999237060547,25.049999237060547,0
2025-12-02,MYMK,25.040000915527344,25.040000915527344,25.040000915527344,25.040000915527344,0
2025-12-03,MYMK,25.049999237060547,25.049999237060547,25.049999237060547,25.049999237060547,100
2025-12-04,MYMK,25.049999237060547,25.049999237060547,25.049999237060547,25.049999237060547,100
2025-12-05,MYMK,25.049999237060547,25.049999237060547,25.049999237060547,25.049999237060547,0
2025-12-08,MYMK,25.045000076293945,25.045000076293945,25.045000076293945,25.045000076293945,100
2025-12-09,MYMK,25.049999237060547,25.049999237060547,25.049999237060547,25.049999237060547,0
2025-12-10,MYMK,25.079999923706055,25.079999923706055,25.075000762939453,25.075000762939453,2800
2025-12-11,MYMK,25.06999969482422,25.1200008392334,25.06999969482422,25.09000015258789,4000
2025-12-12,MYMK,25.079999923706055,25.100000381469727,25.079999923706055,25.09000015258789,15200
2025-12-15,MYMK,25.06999969482422,25.06999969482422,25.06999969482422,25.06999969482422,2400
2025-12-16,MYMK,25.100000381469727,25.139999389648438,25.100000381469727,25.114999771118164,2900
2025-12-17,MYMK,25.06999969482422,25.06999969482422,25.06999969482422,25.06999969482422,0
2025-12-18,MYMK,25.020000457763672,25.020000457763672,25.020000457763672,25.020000457763672,100
2025-12-19,MYMK,25.014999389648438,25.014999389648438,25.014999389648438,25.014999389648438,0
2025-12-22,MYMK,25.024999618530273,25.024999618530273,25.024999618530273,25.024999618530273,100
2025-12-23,MYMK,25.024999618530273,25.024999618530273,25.024999618530273,25.024999618530273,100
2025-12-24,MYMK,25.030000686645508,25.030000686645508,25.030000686645508,25.030000686645508,0
2025-12-26,MYMK,25.06999969482422,25.06999969482422,25.040000915527344,25.040000915527344,600
2025-12-29,MYMK,25.059999465942383,25.059999465942383,25.059999465942383,25.059999465942383,0
2025-12-30,MYMK,25.049999237060547,25.049999237060547,25.049999237060547,25.049999237060547,0
2025-12-31,MYMK,25.059999465942383,25.059999465942383,25.059999465942383,25.059999465942383,0
2026-01-02,MYMK,25.06999969482422,25.06999969482422,25.06999969482422,25.06999969482422,0
2026-01-05,MYMK,25.100000381469727,25.100000381469727,25.100000381469727,25.100000381469727,100
2026-01-06,MYMK,25.15999984741211,25.18000030517578,25.145000457763672,25.145000457763672,12900
2026-01-07,MYMK,25.184999465942383,25.184999465942383,25.184999465942383,25.184999465942383,0
2026-01-08,MYMK,25.204999923706055,25.204999923706055,25.204999923706055,25.204999923706055,0
2026-01-09,MYMK,25.209999084472656,25.209999084472656,25.209999084472656,25.209999084472656,0
2026-01-12,MYMK,25.239999771118164,25.25,25.239999771118164,25.239999771118164,246000
2026-01-13,MYMK,25.21500015258789,25.21500015258789,25.21500015258789,25.21500015258789,0
2026-01-14,MYMK,25.225000381469727,25.225000381469727,25.20599937438965,25.20599937438965,800
2026-01-15,MYMK,25.299999237060547,25.329999923706055,25.299999237060547,25.329999923706055,900
2026-01-16,MYMK,25.30500030517578,25.30500030517578,25.30500030517578,25.30500030517578,100
2026-01-20,MYMK,25.31999969482422,25.31999969482422,25.219999313354492,25.25,1100
2026-01-21,MYMK,25.239999771118164,25.239999771118164,25.239999771118164,25.239999771118164,100
2026-01-22,MYMK,25.270000457763672,25.270000457763672,25.239999771118164,25.239999771118164,1000
2026-01-23,MYMK,25.25,25.309999465942383,25.25,25.280000686645508,3500
2026-01-26,MYMK,25.28499984741211,25.28499984741211,25.28499984741211,25.28499984741211,100
2026-01-27,MYMK,25.309999465942383,25.329999923706055,25.309999465942383,25.31999969482422,2000
2026-01-28,MYMK,25.329999923706055,25.360000610351562,25.329999923706055,25.344999313354492,2000
2026-01-29,MYMK,25.299999237060547,25.329999923706055,25.299999237060547,25.315000534057617,1300
2026-01-30,MYMK,25.350000381469727,25.3700008392334,25.34000015258789,25.34000015258789,1700
2026-02-02,MYMK,25.31999969482422,25.34000015258789,25.309999465942383,25.334999084472656,3300
2026-02-03,MYMK,25.299999237060547,25.34000015258789,25.299999237060547,25.302000045776367,2100
2026-02-04,MYMK,25.299999237060547,25.329999923706055,25.299999237060547,25.31999969482422,3000
2026-02-05,MYMK,25.34000015258789,25.3700008392334,25.334999084472656,25.334999084472656,3100
2026-02-06,MYMK,25.334999084472656,25.334999084472656,25.334999084472656,25.334999084472656,0
2026-02-09,MYMK,25.350000381469727,25.3799991607666,25.350000381469727,25.350000381469727,1200
2026-02-10,MYMK,25.389999389648438,25.549999237060547,25.389999389648438,25.469999313354492,11300
2026-02-11,MYMK,25.399999618530273,25.399999618530273,25.3799991607666,25.3799991607666,1000
2026-02-12,MYMK,25.399999618530273,25.415000915527344,25.3700008392334,25.415000915527344,1100
2026-02-13,MYMK,25.440000534057617,25.450000762939453,25.43000030517578,25.43000030517578,2100
2026-02-17,MYMK,25.450000762939453,25.450000762939453,25.434999465942383,25.434999465942383,1100
2026-02-18,MYMK,25.440000534057617,25.440000534057617,25.434999465942383,25.434999465942383,1900
2026-02-19,MYMK,25.440000534057617,25.440000534057617,25.434999465942383,25.434999465942383,1600
2026-02-20,MYMK,25.450000762939453,25.450000762939453,25.434999465942383,25.434999465942383,1000
2026-02-23,MYMK,25.459999084472656,25.459999084472656,25.440000534057617,25.440000534057617,1300
2026-02-24,MYMK,25.469999313354492,25.469999313354492,25.44499969482422,25.44499969482422,900
2026-02-25,MYMK,25.450000762939453,25.450000762939453,25.450000762939453,25.450000762939453,100
2026-02-26,MYMK,25.450000762939453,25.450000762939453,25.450000762939453,25.450000762939453,100
2026-02-27,MYMK,25.469999313354492,25.530000686645508,25.469999313354492,25.469999313354492,4000
2026-03-02,MYMK,25.3700008392334,25.3700008392334,25.3700008392334,25.3700008392334,0
2026-03-03,MYMK,25.360000610351562,25.360000610351562,25.25,25.25,2000
2026-03-04,MYMK,25.239999771118164,25.239999771118164,25.239999771118164,25.239999771118164,100
2026-03-05,MYMK,25.239999771118164,25.239999771118164,25.239999771118164,25.239999771118164,100
2026-03-06,MYMK,25.219999313354492,25.219999313354492,25.219999313354492,25.219999313354492,0
2026-03-09,MYMK,25.219999313354492,25.219999313354492,25.219999313354492,25.219999313354492,100
2026-03-10,MYMK,25.239999771118164,25.239999771118164,25.209999084472656,25.209999084472656,400
2026-03-11,MYMK,25.155000686645508,25.155000686645508,25.155000686645508,25.155000686645508,100
2026-03-12,MYMK,25.100000381469727,25.100000381469727,25.100000381469727,25.100000381469727,0
2026-03-13,MYMK,25.104999542236328,25.104999542236328,25.104999542236328,25.104999542236328,0
2026-03-16,MYMK,25.114999771118164,25.114999771118164,25.114999771118164,25.114999771118164,0
2026-03-17,MYMK,25.1299991607666,25.1299991607666,25.125,25.125,1200
2026-03-18,MYMK,25.114999771118164,25.114999771118164,25.114999771118164,25.114999771118164,100
2026-03-19,MYMK,25.075000762939453,25.075000762939453,25.075000762939453,25.075000762939453,0
2026-03-20,MYMK,24.975000381469727,24.975000381469727,24.975000381469727,24.975000381469727,0
