date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Capital Gains,symbol
2025-10-01 04:00:00+00:00,25.57900047302246,25.6200008392334,25.57900047302246,25.610000610351562,25.475841522216797,300.0,0.0,0.0,0.0,EASY
2025-10-02 04:00:00+00:00,25.559999465942383,25.559999465942383,25.496000289916992,25.496000289916992,25.36244010925293,4800.0,0.0,0.0,0.0,EASY
2025-10-03 04:00:00+00:00,25.64699935913086,25.64699935913086,25.64699935913086,25.64699935913086,25.512645721435547,100.0,0.0,0.0,0.0,EASY
2025-10-06 04:00:00+00:00,25.61199951171875,25.61199951171875,25.61199951171875,25.61199951171875,25.477828979492188,100.0,0.0,0.0,0.0,EASY
2025-10-07 04:00:00+00:00,25.770000457763672,25.770000457763672,25.770000457763672,25.770000457763672,25.6350040435791,200.0,0.0,0.0,0.0,EASY
2025-10-08 04:00:00+00:00,25.860000610351562,25.8700008392334,25.829999923706055,25.864999771118164,25.729501724243164,5500.0,0.0,0.0,0.0,EASY
2025-10-09 04:00:00+00:00,25.809999465942383,25.809999465942383,25.718000411987305,25.718000411987305,25.583276748657227,400.0,0.0,0.0,0.0,EASY
2025-10-10 04:00:00+00:00,25.770000457763672,25.770000457763672,25.690000534057617,25.690000534057617,25.555423736572266,200.0,0.0,0.0,0.0,EASY
2025-10-13 04:00:00+00:00,25.56999969482422,25.639999389648438,25.56999969482422,25.639999389648438,25.50568199157715,100.0,0.0,0.0,0.0,EASY
2025-10-14 04:00:00+00:00,25.719999313354492,25.850000381469727,25.719999313354492,25.850000381469727,25.71458625793457,2300.0,0.0,0.0,0.0,EASY
2025-10-15 04:00:00+00:00,25.738000869750977,25.738000869750977,25.738000869750977,25.738000869750977,25.603174209594727,100.0,0.0,0.0,0.0,EASY
2025-10-16 04:00:00+00:00,25.732999801635742,25.75,25.559999465942383,25.559999465942383,25.426101684570312,5200.0,0.0,0.0,0.0,EASY
2025-10-17 04:00:00+00:00,25.93000030517578,25.93000030517578,25.6299991607666,25.724000930786133,25.58924674987793,26100.0,0.0,0.0,0.0,EASY
2025-10-20 04:00:00+00:00,25.719999313354492,25.833999633789062,25.719999313354492,25.82900047302246,25.693693161010742,9100.0,0.0,0.0,0.0,EASY
2025-10-21 04:00:00+00:00,25.829999923706055,25.829999923706055,25.729999542236328,25.743000030517578,25.608144760131836,48800.0,0.0,0.0,0.0,EASY
2025-10-22 04:00:00+00:00,25.84000015258789,25.850000381469727,25.81599998474121,25.81599998474121,25.680761337280273,33800.0,0.0,0.0,0.0,EASY
2025-10-23 04:00:00+00:00,25.84000015258789,25.8799991607666,25.81999969482422,25.85300064086914,25.71756935119629,36200.0,0.0,0.0,0.0,EASY
2025-10-24 04:00:00+00:00,25.90999984741211,25.90999984741211,25.829999923706055,25.865999221801758,25.730499267578125,45500.0,0.0,0.0,0.0,EASY
2025-10-27 04:00:00+00:00,25.829999923706055,25.95599937438965,25.829999923706055,25.95599937438965,25.82002830505371,7100.0,0.0,0.0,0.0,EASY
2025-10-28 04:00:00+00:00,25.865999221801758,25.889999389648438,25.69700050354004,25.69700050354004,25.562387466430664,94700.0,0.0,0.0,0.0,EASY
2025-10-29 04:00:00+00:00,25.459999084472656,25.459999084472656,25.260000228881836,25.260000228881836,25.127674102783203,9400.0,0.0,0.0,0.0,EASY
2025-10-30 04:00:00+00:00,25.40999984741211,25.459999084472656,25.40999984741211,25.41900062561035,25.285844802856445,10100.0,0.0,0.0,0.0,EASY
2025-10-31 04:00:00+00:00,25.229999542236328,25.2810001373291,25.229999542236328,25.2810001373291,25.148563385009766,31400.0,0.0,0.0,0.0,EASY
2025-11-03 05:00:00+00:00,25.06999969482422,25.135000228881836,25.06999969482422,25.1200008392334,24.9884090423584,10500.0,0.0,0.0,0.0,EASY
2025-11-04 05:00:00+00:00,25.239999771118164,25.25200080871582,25.239999771118164,25.25200080871582,25.119714736938477,122000.0,0.0,0.0,0.0,EASY
2025-11-05 05:00:00+00:00,25.280000686645508,25.375999450683594,25.264999389648438,25.264999389648438,25.132648468017578,2900.0,0.0,0.0,0.0,EASY
2025-11-06 05:00:00+00:00,25.280000686645508,25.28499984741211,25.21500015258789,25.21500015258789,25.08291244506836,4600.0,0.0,0.0,0.0,EASY
2025-11-07 05:00:00+00:00,25.309999465942383,25.368999481201172,25.280000686645508,25.368999481201172,25.236103057861328,13400.0,0.0,0.0,0.0,EASY
2025-11-10 05:00:00+00:00,25.31999969482422,25.3799991607666,25.31999969482422,25.3799991607666,25.247045516967773,71500.0,0.0,0.0,0.0,EASY
2025-11-11 05:00:00+00:00,25.420000076293945,25.62700080871582,25.420000076293945,25.62700080871582,25.492753982543945,14200.0,0.0,0.0,0.0,EASY
2025-11-12 05:00:00+00:00,25.719999313354492,25.75,25.649999618530273,25.684999465942383,25.550447463989258,13600.0,0.0,0.0,0.0,EASY
2025-11-13 05:00:00+00:00,25.75,25.75,25.601999282836914,25.601999282836914,25.46788215637207,29300.0,0.0,0.0,0.0,EASY
2025-11-14 05:00:00+00:00,25.510000228881836,25.690000534057617,25.510000228881836,25.59000015258789,25.459922790527344,8800.0,0.004,0.0,0.0,EASY
2025-11-17 05:00:00+00:00,25.649999618530273,25.68000030517578,25.549999237060547,25.576000213623047,25.445995330810547,12100.0,0.0,0.0,0.0,EASY
2025-11-18 05:00:00+00:00,25.67300033569336,25.67300033569336,25.639999389648438,25.658000946044922,25.52758026123047,25000.0,0.0,0.0,0.0,EASY
2025-11-19 05:00:00+00:00,25.559999465942383,25.700000762939453,25.559999465942383,25.621000289916992,25.490764617919922,18000.0,0.0,0.0,0.0,EASY
2025-11-20 05:00:00+00:00,25.6299991607666,25.6299991607666,25.586000442504883,25.586000442504883,25.455944061279297,1400.0,0.0,0.0,0.0,EASY
2025-11-21 05:00:00+00:00,25.895000457763672,25.895000457763672,25.895000457763672,25.895000457763672,25.76337432861328,0.0,0.0,0.0,0.0,EASY
2025-11-24 05:00:00+00:00,25.770000457763672,25.780000686645508,25.690000534057617,25.690000534057617,25.55941390991211,10500.0,0.0,0.0,0.0,EASY
2025-11-25 05:00:00+00:00,26.05699920654297,26.09000015258789,26.05699920654297,26.09000015258789,25.957380294799805,11300.0,0.0,0.0,0.0,EASY
2025-11-26 05:00:00+00:00,26.194000244140625,26.260000228881836,26.194000244140625,26.216999053955078,26.083736419677734,9700.0,0.0,0.0,0.0,EASY
2025-11-28 05:00:00+00:00,26.239999771118164,26.239999771118164,26.21500015258789,26.21500015258789,26.08174705505371,4800.0,0.0,0.0,0.0,EASY
2025-12-01 05:00:00+00:00,26.049999237060547,26.049999237060547,25.93600082397461,25.93600082397461,25.80416488647461,134800.0,0.0,0.0,0.0,EASY
2025-12-02 05:00:00+00:00,25.760000228881836,25.770000457763672,25.700000762939453,25.700000762939453,25.569364547729492,12400.0,0.0,0.0,0.0,EASY
2025-12-03 05:00:00+00:00,25.84000015258789,25.860000610351562,25.676000595092773,25.676000595092773,25.545488357543945,135300.0,0.0,0.0,0.0,EASY
2025-12-04 05:00:00+00:00,25.610000610351562,25.610000610351562,25.459999084472656,25.50200080871582,25.37236976623535,17500.0,0.0,0.0,0.0,EASY
2025-12-05 05:00:00+00:00,25.4950008392334,25.510000228881836,25.437999725341797,25.437999725341797,25.308696746826172,10400.0,0.0,0.0,0.0,EASY
2025-12-08 05:00:00+00:00,25.3799991607666,25.3799991607666,25.281999588012695,25.281999588012695,25.15349006652832,5600.0,0.0,0.0,0.0,EASY
2025-12-09 05:00:00+00:00,25.319000244140625,25.319000244140625,25.17300033569336,25.17300033569336,25.0450439453125,3500.0,0.0,0.0,0.0,EASY
2025-12-10 05:00:00+00:00,25.18000030517578,25.209999084472656,25.165000915527344,25.165000915527344,25.03708267211914,26900.0,0.0,0.0,0.0,EASY
2025-12-11 05:00:00+00:00,25.440000534057617,25.479999542236328,25.386999130249023,25.386999130249023,25.257953643798828,26800.0,0.0,0.0,0.0,EASY
2025-12-12 05:00:00+00:00,25.5,25.559999465942383,25.5,25.55699920654297,25.42708969116211,48900.0,0.0,0.0,0.0,EASY
2025-12-15 05:00:00+00:00,25.645000457763672,25.770000457763672,25.645000457763672,25.764999389648438,25.634035110473633,24500.0,0.0,0.0,0.0,EASY
2025-12-16 05:00:00+00:00,25.649999618530273,25.649999618530273,25.56999969482422,25.586000442504883,25.455944061279297,19200.0,0.0,0.0,0.0,EASY
2025-12-17 05:00:00+00:00,25.722999572753906,25.722999572753906,25.700000762939453,25.700000762939453,25.569364547729492,600.0,0.0,0.0,0.0,EASY
2025-12-18 05:00:00+00:00,25.549999237060547,25.719999313354492,25.549999237060547,25.708999633789062,25.578319549560547,11100.0,0.0,0.0,0.0,EASY
2025-12-19 05:00:00+00:00,25.549999237060547,25.549999237060547,25.382999420166016,25.382999420166016,25.253976821899414,103000.0,0.0,0.0,0.0,EASY
2025-12-22 05:00:00+00:00,25.466999053955078,25.479000091552734,25.459999084472656,25.479000091552734,25.3494873046875,70000.0,0.0,0.0,0.0,EASY
