date,Open,High,Low,Close,Adj Close,Volume,symbol,Dividends,Stock Splits
2024-12-30 05:00:00+00:00,17.100000381469727,17.77400016784668,17.040000915527344,17.5,16.472644805908203,54800,CDZIP,,
2024-12-31 05:00:00+00:00,17.549999237060547,17.8799991607666,17.549999237060547,17.799999237060547,16.755029678344727,32700,CDZIP,,
2025-01-02 05:00:00+00:00,17.670000076293945,18.0,17.670000076293945,17.899999618530273,16.84916114807129,69500,CDZIP,,
2025-01-03 05:00:00+00:00,17.510000228881836,17.739999771118164,17.350000381469727,17.5,17.0046329498291,8700,CDZIP,,
2025-01-06 05:00:00+00:00,17.5,17.5,17.309999465942383,17.420000076293945,16.926897048950195,31300,CDZIP,,
2025-01-07 05:00:00+00:00,17.5,17.5,17.229999542236328,17.309999465942383,16.820009231567383,17100,CDZIP,,
2025-01-08 05:00:00+00:00,17.299999237060547,17.399999618530273,17.089000701904297,17.360000610351562,16.868595123291016,4300,CDZIP,,
2025-01-10 05:00:00+00:00,17.389999389648438,18.0,17.336000442504883,18.0,17.490478515625,40900,CDZIP,,
2025-01-13 05:00:00+00:00,18.0,18.0,17.670000076293945,17.889999389648438,17.38359260559082,18800,CDZIP,,
2025-01-14 05:00:00+00:00,17.899999618530273,17.989999771118164,17.649999618530273,17.739999771118164,17.237838745117188,49100,CDZIP,,
2025-01-15 05:00:00+00:00,17.799999237060547,18.0,17.75,17.979999542236328,17.471044540405273,58500,CDZIP,,
2025-01-16 05:00:00+00:00,17.979999542236328,18.25,17.950000762939453,18.100000381469727,17.587648391723633,17800,CDZIP,,
2025-01-17 05:00:00+00:00,18.5,18.5,18.11000061035156,18.39999961853028,17.8791561126709,22100,CDZIP,,
2025-01-21 05:00:00+00:00,18.39999961853028,18.39999961853028,18.239999771118164,18.2450008392334,17.728544235229492,24500,CDZIP,,
2025-01-22 05:00:00+00:00,18.25,18.25,18.010000228881836,18.010000228881836,17.50019645690918,10800,CDZIP,,
2025-01-23 05:00:00+00:00,18.059999465942383,18.15999984741211,17.889999389648438,18.100000381469727,17.587648391723633,28400,CDZIP,,
2025-01-24 05:00:00+00:00,17.97100067138672,18.25,17.959999084472656,18.030000686645508,17.519630432128906,13500,CDZIP,,
2025-01-27 05:00:00+00:00,18.0,18.29800033569336,17.979999542236328,18.21999931335449,17.70425033569336,9700,CDZIP,,
2025-01-28 05:00:00+00:00,18.26000022888184,18.459999084472656,18.100000381469727,18.280000686645508,17.762554168701172,11100,CDZIP,,
2025-01-29 05:00:00+00:00,18.32999992370605,18.489999771118164,18.209999084472656,18.450000762939453,17.92774200439453,8000,CDZIP,,
2025-01-30 05:00:00+00:00,18.39999961853028,18.670000076293945,18.350000381469727,18.36000061035156,17.840290069580078,6300,CDZIP,,
2025-01-31 05:00:00+00:00,18.39999961853028,18.670000076293945,18.299999237060547,18.670000076293945,18.14151382446289,5000,CDZIP,,
2025-02-03 05:00:00+00:00,18.950000762939453,18.950000762939453,18.75,18.76000022888184,18.228965759277344,4300,CDZIP,,
2025-02-04 05:00:00+00:00,18.8700008392334,18.8700008392334,18.420000076293945,18.700000762939453,18.1706657409668,5300,CDZIP,,
2025-02-05 05:00:00+00:00,18.690000534057617,18.700000762939453,18.600000381469727,18.68000030517578,18.15122985839844,1800,CDZIP,,
2025-02-06 05:00:00+00:00,18.700000762939453,18.700000762939453,18.51000022888184,18.600000381469727,18.073495864868164,3200,CDZIP,,
2025-02-07 05:00:00+00:00,18.625,18.8799991607666,18.5,18.854999542236328,18.32127571105957,16500,CDZIP,,
2025-02-10 05:00:00+00:00,18.84000015258789,18.8799991607666,18.57999992370605,18.780000686645508,18.24839973449707,2600,CDZIP,,
2025-02-11 05:00:00+00:00,18.709999084472656,18.76499938964844,18.64999961853028,18.729999542236328,18.19981384277344,2500,CDZIP,,
2025-02-12 05:00:00+00:00,18.51000022888184,18.732999801635746,18.5,18.700000762939453,18.1706657409668,5300,CDZIP,,
2025-02-13 05:00:00+00:00,18.607999801635746,18.71999931335449,18.607999801635746,18.71999931335449,18.19009780883789,2300,CDZIP,,
2025-02-14 05:00:00+00:00,18.600000381469727,18.71999931335449,18.395000457763672,18.559999465942383,18.03462600708008,3400,CDZIP,,
2025-02-18 05:00:00+00:00,18.40999984741211,18.64999961853028,18.40999984741211,18.51000022888184,17.986042022705078,5500,CDZIP,,
2025-02-19 05:00:00+00:00,18.5,18.52499961853028,18.440000534057617,18.5,17.97632598876953,3000,CDZIP,,
2025-02-20 05:00:00+00:00,18.576000213623047,18.631999969482425,18.46999931335449,18.46999931335449,17.947174072265625,2600,CDZIP,,
2025-02-21 05:00:00+00:00,18.549999237060547,18.59000015258789,18.496999740600582,18.540000915527344,18.015193939208984,3400,CDZIP,,
2025-02-24 05:00:00+00:00,18.549999237060547,18.600000381469727,18.350000381469727,18.350000381469727,17.8305721282959,8300,CDZIP,,
2025-02-25 05:00:00+00:00,18.36000061035156,18.64999961853028,18.121000289916992,18.14999961853028,17.636232376098633,9800,CDZIP,,
2025-02-26 05:00:00+00:00,18.5,18.5,18.03300094604492,18.03300094604492,17.522544860839844,6400,CDZIP,,
2025-02-27 05:00:00+00:00,18.143999099731445,18.46999931335449,18.010000228881836,18.239999771118164,17.723684310913086,9400,CDZIP,,
2025-02-28 05:00:00+00:00,18.21999931335449,18.5049991607666,18.21999931335449,18.5,17.97632598876953,2300,CDZIP,,
2025-03-03 05:00:00+00:00,18.450000762939453,18.472999572753903,18.37299919128418,18.472999572753903,17.950090408325195,600,CDZIP,,
2025-03-04 05:00:00+00:00,18.479999542236328,18.75,18.375,18.479999542236328,17.956892013549805,6500,CDZIP,,
2025-03-05 05:00:00+00:00,18.739999771118164,18.739999771118164,18.42399978637696,18.42399978637696,17.902477264404297,1300,CDZIP,,
2025-03-06 05:00:00+00:00,18.64999961853028,18.90999984741211,18.451000213623047,18.700000762939453,18.1706657409668,6900,CDZIP,,
2025-03-07 05:00:00+00:00,18.5,18.71999931335449,18.5,18.670000076293945,18.14151382446289,5600,CDZIP,,
2025-03-10 04:00:00+00:00,18.670000076293945,18.690000534057617,18.51000022888184,18.53400039672852,18.009363174438477,5900,CDZIP,,
2025-03-11 04:00:00+00:00,18.61000061035156,18.690000534057617,18.424999237060547,18.690000534057617,18.160947799682617,1600,CDZIP,,
2025-03-12 04:00:00+00:00,18.63999938964844,18.64999961853028,18.33699989318848,18.53199958801269,18.00741958618164,2700,CDZIP,,
2025-03-13 04:00:00+00:00,18.549999237060547,18.690000534057617,18.350000381469727,18.350000381469727,17.8305721282959,3600,CDZIP,,
2025-03-14 04:00:00+00:00,18.64299964904785,18.68000030517578,18.4950008392334,18.51000022888184,17.986042022705078,2000,CDZIP,,
2025-03-17 04:00:00+00:00,18.542999267578125,18.87700080871582,18.5,18.81999969482422,18.287267684936523,5000,CDZIP,,
