date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,symbol,Capital Gains
2025-10-21 00:00:00+00:00,72.80000305175781,76.04000091552734,62.15999984741211,69.4000015258789,69.4000015258789,234700,0.0,0.0,IRE,
2025-10-22 00:00:00+00:00,69.4000015258789,75.80000305175781,51.63999938964844,59.84000015258789,59.84000015258789,976175,0.0,0.0,IRE,
2025-10-23 00:00:00+00:00,62.84000015258789,74.44000244140625,61.439998626708984,70.08000183105469,70.08000183105469,864750,0.0,0.0,IRE,
2025-10-24 00:00:00+00:00,85.63999938964844,87.87999725341797,75.80000305175781,87.68000030517578,87.68000030517578,1160450,0.0,0.0,IRE,
2025-10-27 00:00:00+00:00,93.0,97.4000015258789,86.36000061035156,93.36000061035156,93.36000061035156,1176175,0.0,0.0,IRE,
2025-10-28 00:00:00+00:00,89.31999969482422,99.23999786376953,84.4000015258789,85.68000030517578,85.68000030517578,732700,0.0,0.0,IRE,
2025-10-29 00:00:00+00:00,83.12000274658203,87.22000122070312,73.63999938964844,80.0,80.0,1089650,0.0,0.0,IRE,
2025-10-30 00:00:00+00:00,74.72000122070312,81.5999984741211,71.87999725341797,74.4000015258789,74.4000015258789,618850,0.0,0.0,IRE,
2025-10-31 00:00:00+00:00,82.08000183105469,86.68000030517578,77.5199966430664,80.44000244140625,80.44000244140625,579525,0.0,0.0,IRE,
2025-11-03 00:00:00+00:00,112.0,119.87999725341797,90.19999694824219,98.16000366210938,98.16000366210938,2232900,0.0,0.0,IRE,
2025-11-04 00:00:00+00:00,89.08000183105469,112.5999984741211,86.0,95.68000030517578,95.68000030517578,1643300,0.0,0.0,IRE,
2025-11-05 00:00:00+00:00,101.80000305175781,124.68000030517578,98.80000305175781,123.36000061035156,123.36000061035156,1624425,0.0,0.0,IRE,
2025-11-06 00:00:00+00:00,121.23999786376953,121.23999786376953,92.36799621582031,92.63999938964844,92.63999938964844,2253425,0.0,0.0,IRE,
2025-11-07 00:00:00+00:00,88.0,89.04000091552734,69.31999969482422,80.36000061035156,80.36000061035156,3607075,0.0,0.0,IRE,
2025-11-10 00:00:00+00:00,88.80000305175781,95.08000183105469,73.55999755859375,74.55999755859375,74.55999755859375,1994225,0.0,0.0,IRE,
2025-11-11 00:00:00+00:00,72.0,72.83999633789062,64.36000061035156,67.5199966430664,67.5199966430664,1553350,0.0,0.0,IRE,
2025-11-12 00:00:00+00:00,69.91999816894531,69.91999816894531,58.439998626708984,63.47999954223633,63.47999954223633,1599775,0.0,0.0,IRE,
2025-11-13 00:00:00+00:00,56.560001373291016,57.91999816894531,46.0,47.119998931884766,47.119998931884766,2788975,0.0,0.0,IRE,
2025-11-14 00:00:00+00:00,40.2400016784668,50.119998931884766,39.29999923706055,42.560001373291016,42.560001373291016,4449925,0.0,0.0,IRE,
2025-11-17 00:00:00+00:00,42.040000915527344,48.36000061035156,41.15999984741211,44.68000030517578,44.68000030517578,2471800,0.0,0.0,IRE,
2025-11-18 00:00:00+00:00,43.31999969482422,50.63999938964844,42.91999816894531,47.31999969482422,47.31999969482422,2410275,0.0,0.0,IRE,
2025-11-19 00:00:00+00:00,48.5,53.959999084472656,40.880001068115234,41.47999954223633,41.47999954223633,3784325,0.0,0.0,IRE,
2025-11-20 00:00:00+00:00,47.15999984741211,56.20000076293945,36.599998474121094,37.08000183105469,37.08000183105469,6109850,0.0,0.0,IRE,
2025-11-21 00:00:00+00:00,35.79999923706055,38.599998474121094,30.31999969482422,34.880001068115234,34.880001068115234,5441250,0.0,0.0,IRE,
2025-11-24 00:00:00+00:00,35.959999084472656,45.91999816894531,35.959999084472656,45.08000183105469,45.08000183105469,2700650,0.0,0.0,IRE,
2025-11-25 00:00:00+00:00,42.880001068115234,44.119998931884766,36.959999084472656,43.08000183105469,43.08000183105469,3574500,0.0,0.0,IRE,
