date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,symbol,Capital Gains
2025-10-30 00:00:00+00:00,33.959999084472656,33.959999084472656,33.8129997253418,33.8129997253418,33.72351837158203,2100.0,0.0,0.0,LNGX,
2025-10-31 00:00:00+00:00,34.150001525878906,34.40999984741211,34.060001373291016,34.290000915527344,34.199256896972656,10600.0,0.0,0.0,LNGX,
2025-11-03 00:00:00+00:00,34.4900016784668,34.84299850463867,34.0,34.84299850463867,34.75079345703125,8400.0,0.0,0.0,LNGX,
2025-11-04 00:00:00+00:00,34.62099838256836,34.62099838256836,34.62099838256836,34.62099838256836,34.529380798339844,100.0,0.0,0.0,LNGX,
2025-11-05 00:00:00+00:00,34.71799850463867,34.71799850463867,34.51499938964844,34.51499938964844,34.42366027832031,400.0,0.0,0.0,LNGX,
2025-11-06 00:00:00+00:00,35.15599822998047,35.209999084472656,34.85300064086914,34.85300064086914,34.76076889038086,800.0,0.0,0.0,LNGX,
2025-11-07 00:00:00+00:00,34.70000076293945,35.55500030517578,34.70000076293945,35.55500030517578,35.46091079711914,900.0,0.0,0.0,LNGX,
2025-11-10 00:00:00+00:00,36.0099983215332,36.060001373291016,35.529998779296875,36.04199981689453,35.94662094116211,10700.0,0.0,0.0,LNGX,
2025-11-11 00:00:00+00:00,36.290000915527344,36.749000549316406,36.290000915527344,36.65299987792969,36.55600357055664,12200.0,0.0,0.0,LNGX,
2025-11-12 00:00:00+00:00,37.0,37.0,36.4010009765625,36.42599868774414,36.32960510253906,10100.0,0.0,0.0,LNGX,
2025-11-13 00:00:00+00:00,37.25,37.25,36.255001068115234,36.255001068115234,36.1590576171875,10000.0,0.0,0.0,LNGX,
2025-11-14 00:00:00+00:00,36.30400085449219,37.18000030517578,36.30400085449219,36.69499969482422,36.59789276123047,1100.0,0.0,0.0,LNGX,
2025-11-17 00:00:00+00:00,36.45000076293945,36.619998931884766,36.196998596191406,36.196998596191406,36.1012077331543,8700.0,0.0,0.0,LNGX,
2025-11-18 00:00:00+00:00,35.9900016784668,36.551998138427734,35.9900016784668,36.551998138427734,36.45526885986328,700.0,0.0,0.0,LNGX,
2025-11-19 00:00:00+00:00,36.17499923706055,36.36899948120117,36.17499923706055,36.36899948120117,36.27275466918945,600.0,0.0,0.0,LNGX,
2025-11-20 00:00:00+00:00,37.025001525878906,37.20000076293945,35.68000030517578,35.7400016784668,35.64542007446289,3900.0,0.0,0.0,LNGX,
2025-11-21 00:00:00+00:00,35.56999969482422,35.98099899291992,35.5,35.98099899291992,35.885780334472656,1400.0,0.0,0.0,LNGX,
