date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,symbol,Capital Gains
2025-11-13 05:00:00+00:00,14.119999885559082,15.0,13.25,14.0,13.41596794128418,1740300,0.0,0.0,FSSL,0.0
2025-11-14 05:00:00+00:00,13.149999618530273,13.890000343322754,13.050000190734863,13.649999618530273,13.080568313598633,4634300,0.0,0.0,FSSL,0.0
2025-11-17 05:00:00+00:00,13.5,13.75,13.489999771118164,13.550000190734863,12.984740257263184,2275000,0.0,0.0,FSSL,0.0
2025-11-18 05:00:00+00:00,13.5,13.65999984741211,13.399999618530273,13.539999961853027,12.975157737731934,2023000,0.0,0.0,FSSL,0.0
2025-11-19 05:00:00+00:00,13.520000457763672,13.600000381469727,13.300000190734863,13.449999809265137,12.888912200927734,1966400,0.0,0.0,FSSL,0.0
2025-11-20 05:00:00+00:00,13.449999809265137,13.649999618530273,13.260000228881836,13.350000381469727,12.793084144592285,1573300,0.0,0.0,FSSL,0.0
2025-11-21 05:00:00+00:00,13.350000381469727,13.555999755859375,13.170000076293945,13.350000381469727,12.793084144592285,1310400,0.0,0.0,FSSL,0.0
2025-11-24 05:00:00+00:00,13.300000190734863,13.399999618530273,13.149999618530273,13.369999885559082,12.812249183654785,1373200,0.0,0.0,FSSL,0.0
2025-11-25 05:00:00+00:00,13.25,13.649999618530273,13.220000267028809,13.630000114440918,13.061402320861816,1091200,0.0,0.0,FSSL,0.0
2025-11-26 05:00:00+00:00,13.529999732971191,13.6899995803833,13.460000038146973,13.670000076293945,13.09973430633545,990600,0.0,0.0,FSSL,0.0
2025-11-28 05:00:00+00:00,13.430000305175781,13.520000457763672,13.279999732971191,13.510000228881836,12.946409225463867,489800,0.0,0.0,FSSL,0.0
2025-12-01 05:00:00+00:00,13.329999923706055,13.9399995803833,13.329999923706055,13.619999885559082,13.051819801330566,1280000,0.0,0.0,FSSL,0.0
2025-12-02 05:00:00+00:00,13.5600004196167,13.75,13.5,13.59000015258789,13.0230712890625,1282100,0.0,0.0,FSSL,0.0
2025-12-03 05:00:00+00:00,13.449999809265137,13.600000381469727,13.350000381469727,13.449999809265137,12.888912200927734,1146800,0.0,0.0,FSSL,0.0
2025-12-04 05:00:00+00:00,13.380000114440918,13.550000190734863,13.380000114440918,13.539999961853027,12.975157737731934,1050900,0.0,0.0,FSSL,0.0
2025-12-05 05:00:00+00:00,13.460000038146973,13.550000190734863,13.420000076293945,13.489999771118164,12.92724323272705,957100,0.0,0.0,FSSL,0.0
2025-12-08 05:00:00+00:00,13.430000305175781,13.569999694824219,13.430000305175781,13.489999771118164,12.92724323272705,1045300,0.0,0.0,FSSL,0.0
2025-12-09 05:00:00+00:00,13.520000457763672,13.878000259399414,13.5,13.680000305175781,13.1093168258667,1107600,0.0,0.0,FSSL,0.0
2025-12-10 05:00:00+00:00,13.619999885559082,13.880000114440918,13.600000381469727,13.670000076293945,13.09973430633545,937100,0.0,0.0,FSSL,0.0
2025-12-11 05:00:00+00:00,13.65999984741211,13.75,13.600000381469727,13.699999809265137,13.1284818649292,996500,0.0,0.0,FSSL,0.0
2025-12-12 05:00:00+00:00,13.640000343322754,13.899999618530273,13.640000343322754,13.890000343322754,13.31055736541748,752000,0.0,0.0,FSSL,0.0
2025-12-15 05:00:00+00:00,13.859999656677246,14.050000190734863,13.699999809265137,13.710000038146973,13.138065338134766,930100,0.0,0.0,FSSL,0.0
2025-12-16 05:00:00+00:00,13.670000076293945,13.765000343322754,13.489999771118164,13.619999885559082,13.051819801330566,1070800,0.0,0.0,FSSL,0.0
2025-12-17 05:00:00+00:00,13.609999656677246,13.739999771118164,13.550000190734863,13.649999618530273,13.080568313598633,1121200,0.0,0.0,FSSL,0.0
2025-12-18 05:00:00+00:00,13.649999618530273,13.739999771118164,13.630000114440918,13.680000305175781,13.1093168258667,1051800,0.0,0.0,FSSL,0.0
2025-12-19 05:00:00+00:00,13.670000076293945,13.699999809265137,13.609999656677246,13.670000076293945,13.09973430633545,887000,0.0,0.0,FSSL,0.0
2025-12-22 05:00:00+00:00,13.640000343322754,13.930000305175781,13.619999885559082,13.90999984741211,13.32972240447998,1002800,0.0,0.0,FSSL,0.0
2025-12-23 05:00:00+00:00,13.850000381469727,13.90999984741211,13.769000053405762,13.90999984741211,13.32972240447998,853400,0.0,0.0,FSSL,0.0
2025-12-24 05:00:00+00:00,13.850000381469727,13.949999809265137,13.829999923706055,13.920000076293945,13.33930492401123,419500,0.0,0.0,FSSL,0.0
2025-12-26 05:00:00+00:00,13.880000114440918,14.039999961853027,13.880000114440918,13.949999809265137,13.368053436279297,720400,0.0,0.0,FSSL,0.0
2025-12-29 05:00:00+00:00,13.90999984741211,13.979999542236328,13.85099983215332,13.9399995803833,13.35846996307373,824800,0.0,0.0,FSSL,0.0
2025-12-30 05:00:00+00:00,13.930000305175781,13.989999771118164,13.850000381469727,13.970000267028809,13.38722038269043,985400,0.0,0.0,FSSL,0.0
2025-12-31 05:00:00+00:00,13.970000267028809,14.140000343322754,13.850000381469727,14.140000343322754,13.550127029418945,853600,0.0,0.0,FSSL,0.0
2026-01-02 05:00:00+00:00,14.09000015258789,14.390000343322754,14.09000015258789,14.350000381469727,13.75136661529541,394800,0.0,0.0,FSSL,0.0
2026-01-05 05:00:00+00:00,14.329999923706055,14.487000465393066,14.100000381469727,14.149999618530273,13.559709548950195,641000,0.0,0.0,FSSL,0.0
2026-01-06 05:00:00+00:00,14.0600004196167,14.163000106811523,13.9399995803833,14.0,13.41596794128418,677300,0.0,0.0,FSSL,0.0
2026-01-07 05:00:00+00:00,13.920000076293945,14.039999961853027,13.770000457763672,13.779999732971191,13.205144882202148,814000,0.0,0.0,FSSL,0.0
2026-01-08 05:00:00+00:00,13.710000038146973,13.890000343322754,13.65999984741211,13.829999923706055,13.253059387207031,655100,0.0,0.0,FSSL,0.0
2026-01-09 05:00:00+00:00,13.800000190734863,13.880000114440918,13.75,13.829999923706055,13.253059387207031,362900,0.0,0.0,FSSL,0.0
2026-01-12 05:00:00+00:00,13.779999732971191,13.989999771118164,13.779000282287598,13.989999771118164,13.40638542175293,717500,0.0,0.0,FSSL,0.0
2026-01-13 05:00:00+00:00,14.010000228881836,14.260000228881836,14.010000228881836,14.1899995803833,13.598041534423828,735600,0.0,0.0,FSSL,0.0
2026-01-14 05:00:00+00:00,14.199999809265137,14.25,13.970000267028809,14.109999656677246,13.521378517150879,742900,0.0,0.0,FSSL,0.0
2026-01-15 05:00:00+00:00,14.100000381469727,14.180000305175781,14.024999618530273,14.0600004196167,13.473464965820312,619200,0.0,0.0,FSSL,0.0
2026-01-16 05:00:00+00:00,14.020000457763672,14.109999656677246,13.944999694824219,14.039999961853027,13.454298973083496,1909200,0.0,0.0,FSSL,0.0
2026-01-20 05:00:00+00:00,13.989999771118164,14.039999961853027,13.819999694824219,13.819999694824219,13.243476867675781,758500,0.0,0.0,FSSL,0.0
2026-01-21 05:00:00+00:00,13.899999618530273,13.979999542236328,13.800000190734863,13.970000267028809,13.38722038269043,559800,0.0,0.0,FSSL,0.0
2026-01-22 05:00:00+00:00,14.0,14.0600004196167,13.880000114440918,13.899999618530273,13.320138931274414,512400,0.0,0.0,FSSL,0.0
2026-01-23 05:00:00+00:00,13.800000190734863,13.850000381469727,13.710000038146973,13.739999771118164,13.298845291137695,470600,0.138,0.0,FSSL,0.0
2026-01-26 05:00:00+00:00,13.760000228881836,13.800000190734863,13.4399995803833,13.460000038146973,13.02783489227295,659200,0.0,0.0,FSSL,0.0
2026-01-27 05:00:00+00:00,13.5,13.609999656677246,13.4399995803833,13.470000267028809,13.037515640258789,573800,0.0,0.0,FSSL,0.0
2026-01-28 05:00:00+00:00,13.4399995803833,13.569999694824219,13.437999725341797,13.449999809265137,13.018157005310059,592600,0.0,0.0,FSSL,0.0
2026-01-29 05:00:00+00:00,13.489999771118164,13.640000343322754,13.369999885559082,13.5,13.066551208496094,583100,0.0,0.0,FSSL,0.0
2026-01-30 05:00:00+00:00,13.529999732971191,13.59000015258789,13.390000343322754,13.460000038146973,13.02783489227295,504400,0.0,0.0,FSSL,0.0
2026-02-02 05:00:00+00:00,13.4399995803833,13.529999732971191,13.1899995803833,13.40999984741211,12.979440689086914,846700,0.0,0.0,FSSL,0.0
2026-02-03 05:00:00+00:00,13.40999984741211,13.489999771118164,13.279999732971191,13.390000343322754,12.960083961486816,883900,0.0,0.0,FSSL,0.0
2026-02-04 05:00:00+00:00,13.430000305175781,13.529999732971191,13.345000267028809,13.430000305175781,12.998799324035645,512500,0.0,0.0,FSSL,0.0
2026-02-05 05:00:00+00:00,13.329999923706055,13.479999542236328,13.1899995803833,13.229999542236328,12.805220603942871,561100,0.0,0.0,FSSL,0.0
2026-02-06 05:00:00+00:00,13.229999542236328,13.479999542236328,13.15999984741211,13.279999732971191,12.853614807128906,477800,0.0,0.0,FSSL,0.0
2026-02-09 05:00:00+00:00,13.229999542236328,13.380000114440918,13.180000305175781,13.229999542236328,12.805220603942871,600900,0.0,0.0,FSSL,0.0
2026-02-10 05:00:00+00:00,13.220000267028809,13.475000381469727,13.220000267028809,13.430000305175781,12.998799324035645,566100,0.0,0.0,FSSL,0.0
2026-02-11 05:00:00+00:00,13.399999618530273,13.479999542236328,13.274999618530273,13.300000190734863,12.87297248840332,487200,0.0,0.0,FSSL,0.0
2026-02-12 05:00:00+00:00,13.300000190734863,13.479999542236328,13.175000190734863,13.270000457763672,12.843936920166016,603300,0.0,0.0,FSSL,0.0
2026-02-13 05:00:00+00:00,13.220000267028809,13.270000457763672,13.029999732971191,13.079999923706055,12.660036087036133,811700,0.0,0.0,FSSL,0.0
2026-02-17 05:00:00+00:00,12.899999618530273,13.140000343322754,12.880000114440918,13.100000381469727,12.679394721984863,749300,0.0,0.0,FSSL,0.0
2026-02-18 05:00:00+00:00,13.149999618530273,13.279999732971191,13.055000305175781,13.25,12.824579238891602,430000,0.0,0.0,FSSL,0.0
2026-02-19 05:00:00+00:00,13.199999809265137,13.449999809265137,13.17199993133545,13.3100004196167,12.882652282714844,461000,0.0,0.0,FSSL,0.0
2026-02-20 05:00:00+00:00,13.149999618530273,13.229999542236328,12.782999992370605,12.890000343322754,12.606846809387207,569300,0.138,0.0,FSSL,0.0
2026-02-23 05:00:00+00:00,12.779999732971191,12.819999694824219,12.449999809265137,12.649999618530273,12.37211799621582,600300,0.0,0.0,FSSL,0.0
2026-02-24 05:00:00+00:00,12.5600004196167,12.704999923706055,12.460000038146973,12.6899995803833,12.411239624023438,573500,0.0,0.0,FSSL,0.0
2026-02-25 05:00:00+00:00,12.649999618530273,12.770000457763672,12.449999809265137,12.579999923706055,12.303656578063965,483100,0.0,0.0,FSSL,0.0
2026-02-26 05:00:00+00:00,12.569999694824219,12.630000114440918,12.260000228881836,12.390000343322754,12.117830276489258,601200,0.0,0.0,FSSL,0.0
2026-02-27 05:00:00+00:00,12.380000114440918,12.430000305175781,11.90999984741211,12.0,11.736396789550781,729400,0.0,0.0,FSSL,0.0
2026-03-02 05:00:00+00:00,11.880000114440918,12.479999542236328,11.800000190734863,12.350000381469727,12.078709602355957,573400,0.0,0.0,FSSL,0.0
2026-03-03 05:00:00+00:00,12.300000190734863,12.350000381469727,11.859999656677246,11.930000305175781,11.667935371398926,556900,0.0,0.0,FSSL,0.0
2026-03-04 05:00:00+00:00,11.960000038146973,12.25,11.960000038146973,12.039999961853027,11.775518417358398,458500,0.0,0.0,FSSL,0.0
2026-03-05 05:00:00+00:00,12.020000457763672,12.199999809265137,11.949999809265137,11.970000267028809,11.707056999206543,498400,0.0,0.0,FSSL,0.0
2026-03-06 05:00:00+00:00,11.789999961853027,11.829999923706055,11.430000305175781,11.539999961853027,11.28650188446045,803800,0.0,0.0,FSSL,0.0
2026-03-09 04:00:00+00:00,11.319999694824219,11.5600004196167,11.0,11.5600004196167,11.306062698364258,560500,0.0,0.0,FSSL,0.0
2026-03-10 04:00:00+00:00,11.489999771118164,12.0,11.435999870300293,11.960000038146973,11.69727611541748,575700,0.0,0.0,FSSL,0.0
2026-03-11 04:00:00+00:00,12.020000457763672,12.529999732971191,11.854999542236328,12.479999542236328,12.205853462219238,602900,0.0,0.0,FSSL,0.0
