date,Open,High,Low,Close,Adj Close,Volume,symbol
2025-02-27 05:00:00+00:00,4.099999904632568,4.28000020980835,3.490000009536743,3.5999999046325684,3.5999999046325684,740800,WETO
2025-02-28 05:00:00+00:00,3.414999961853028,4.0,3.0999999046325684,3.759999990463257,3.759999990463257,178400,WETO
2025-03-03 05:00:00+00:00,3.430000066757202,3.8550000190734863,3.4200000762939453,3.799999952316284,3.799999952316284,33000,WETO
2025-03-04 05:00:00+00:00,3.799999952316284,3.799999952316284,3.450000047683716,3.5999999046325684,3.5999999046325684,49700,WETO
2025-03-05 05:00:00+00:00,3.829999923706055,3.880000114440918,3.5899999141693115,3.670000076293945,3.670000076293945,46200,WETO
2025-03-06 05:00:00+00:00,3.670000076293945,3.700000047683716,3.549999952316284,3.690000057220459,3.690000057220459,25100,WETO
2025-03-07 05:00:00+00:00,3.6010000705718994,3.680000066757202,3.5999999046325684,3.650000095367432,3.650000095367432,14800,WETO
2025-03-10 04:00:00+00:00,3.785000085830689,3.849999904632568,3.601999998092652,3.650000095367432,3.650000095367432,27800,WETO
2025-03-11 04:00:00+00:00,3.650000095367432,3.7899999618530273,3.5999999046325684,3.5999999046325684,3.5999999046325684,1000,WETO
2025-03-12 04:00:00+00:00,3.5999999046325684,3.849999904632568,3.5999999046325684,3.755000114440918,3.755000114440918,26700,WETO
2025-03-13 04:00:00+00:00,3.7899999618530273,3.900000095367432,3.75,3.799999952316284,3.799999952316284,84600,WETO
2025-03-14 04:00:00+00:00,3.7100000381469727,3.990000009536743,3.7100000381469727,3.900000095367432,3.900000095367432,62700,WETO
2025-03-17 04:00:00+00:00,3.900000095367432,3.900000095367432,3.61899995803833,3.849999904632568,3.849999904632568,30600,WETO
2025-03-18 04:00:00+00:00,3.890000104904175,3.890000104904175,3.625,3.775000095367432,3.775000095367432,9100,WETO
2025-03-19 04:00:00+00:00,3.839999914169312,3.990000009536743,3.700000047683716,3.990000009536743,3.990000009536743,16800,WETO
2025-03-20 04:00:00+00:00,3.890000104904175,4.099999904632568,3.799999952316284,4.050000190734863,4.050000190734863,158400,WETO
2025-03-21 04:00:00+00:00,4.010000228881836,4.099999904632568,3.75,3.900000095367432,3.900000095367432,29000,WETO
2025-03-24 04:00:00+00:00,3.990000009536743,4.0,3.890000104904175,4.0,4.0,35100,WETO
