종목명,매수일,매수가,비중(%),수익률,차익실현,손절매,수익보호,롱여부
ANSS,2025-07-28,363.07,10.0,0.0,341.53 (10일 ATR 상단) 또는 6일 후 강제매도,334.15,없음,True
INTU,2025-08-02,761.58,10.0,0.0,700.11 (10일 ATR 상단) 또는 6일 후 강제매도,718.42,없음,True
CMI,2025-08-02,356.59,10.0,0.0,328.41 (10일 ATR 상단) 또는 6일 후 강제매도,332.81,없음,True
MDB,2025-08-02,230.75,10.0,0.0,202.59 (10일 ATR 상단) 또는 6일 후 강제매도,203.11,없음,True
ADSK,2025-08-02,294.02,10.0,0.0,288.39 (10일 ATR 상단) 또는 6일 후 강제매도,280.84,없음,True
WEX,2025-08-02,164.59,10.0,0.0,149.06 (10일 ATR 상단) 또는 6일 후 강제매도,146.25,없음,True
