종목명,매수일,매수가,비중(%),수익률,차익실현,손절매,수익보호,롱여부
QUBT,2025-08-01,15.24,4.5,-4.1988217611638285,없음,8.47,11.43,True
RGTI,2025-08-01,14.68,4.82,-4.734334763778976,없음,8.58,11.01,True
SRM,2025-08-02,8.8,2.22,0.0,없음,0.88,6.6,True
OKLO,2025-08-02,76.86,5.55,0.0,없음,49.17,57.65,True
ABVX,2025-08-02,69.77,5.88,0.0,없음,46.02,52.33,True
ETHT,2025-08-02,85.05,5.59,0.0,없음,54.62,63.79,True
