symbol,provider_symbol,fetch_status,unavailable_reason,source,cache_status,error_details,has_error,quarterly_eps_growth,annual_eps_growth,eps_growth_acceleration,eps_3q_accel,quarterly_revenue_growth,annual_revenue_growth,revenue_growth_acceleration,sales_3q_accel,quarterly_op_margin_improved,annual_op_margin_improved,net_margin_improved,margin_3q_accel,quarterly_net_income_growth,annual_net_income_growth,roe,debt_to_equity,cached_at
EKSO,EKSO,complete,,yfinance,,[],False,56.4516129032258,41.54761904761905,True,True,-25.715637568015143,-28.596931659693166,False,False,False,False,False,False,-228.92329345531314,-3.22153574580759,0.0,0.0,2026-04-26T15:06:14.280590+00:00
