symbol,provider_symbol,fetch_status,unavailable_reason,source,cache_status,error_details,has_error,roe,debt_to_equity,cached_at
WDS,WDS,complete,,yahooquery,,[],False,17.883091149273447,0.6107992073976222,2026-04-26T15:12:06.053953+00:00
