symbol,provider_symbol,fetch_status,unavailable_reason,source,cache_status,error_details,has_error,cached_at
HOUS,HOUS,soft_unavailable,ineligible:metadata_not_found,metadata_skip,,[],True,2026-04-26T15:06:40.769005+00:00
