symbol,provider_symbol,error_details,has_error,quarterly_revenue_growth,quarterly_net_income_growth,roe,debt_to_equity,cached_at
NCEW,NCEW,[],False,18.356835540984495,200,60.565409476327225,0.9652610834053929,2026-03-13T01:16:00.475005+00:00
