symbol,provider_symbol,fetch_status,unavailable_reason,source,cache_status,error_details,has_error,roe,debt_to_equity,cached_at
MXF,MXF,complete,,yahooquery,,[],False,5.307955206470032,0.0012149851749884927,2026-04-26T15:19:03.710939+00:00
