symbol,provider_symbol,fetch_status,unavailable_reason,source,cache_status,error_details,has_error,quarterly_revenue_growth,quarterly_net_income_growth,roe,debt_to_equity,cached_at
NCV,NCV,complete,,yahooquery,,[],False,-22.316988175256636,-22.494532661405344,-17.343176582858145,0.4020076471630562,2026-04-26T15:20:54.660046+00:00
