symbol,provider_symbol,fetch_status,unavailable_reason,source,cache_status,error_details,has_error,roe,debt_to_equity,cached_at
IDE,IDE,complete,,yahooquery,,[],False,10.137854918210817,0.0042743259967306,2026-04-26T15:21:23.057097+00:00
