symbol,provider_symbol,fetch_status,unavailable_reason,source,cache_status,error_details,has_error,cached_at
FTIF,FTIF,soft_unavailable,ineligible:etf,metadata_skip,,[],True,2026-04-26T15:16:26.541653+00:00
