symbol,provider_symbol,fetch_status,unavailable_reason,source,cache_status,error_details,has_error,quarterly_revenue_growth,quarterly_net_income_growth,roe,debt_to_equity,cached_at
ACV,ACV,complete,,yahooquery,,[],False,-10.869485022871476,-10.398697824093995,-17.327487002679064,0.5116100303384534,2026-04-26T15:22:14.145140+00:00
