symbol,provider_symbol,fetch_status,unavailable_reason,source,cache_status,error_details,has_error,quarterly_revenue_growth,quarterly_net_income_growth,roe,debt_to_equity,cached_at
RYDE,RYDE,complete,,yahooquery,,[],False,-13.29199767486921,-87.8147029204431,794.1935483870968,-24.81290322580645,2026-04-26T15:06:46.920917+00:00
