symbol,provider_symbol,fetch_status,unavailable_reason,source,cache_status,error_details,has_error,quarterly_eps_growth,annual_eps_growth,eps_growth_acceleration,eps_3q_accel,quarterly_revenue_growth,annual_revenue_growth,revenue_growth_acceleration,sales_3q_accel,quarterly_op_margin_improved,annual_op_margin_improved,net_margin_improved,margin_3q_accel,quarterly_net_income_growth,annual_net_income_growth,roe,debt_to_equity,cached_at
WTM,WTM,complete,,yfinance,,[],False,640.674513354459,-54.78851963746223,True,False,-12.7169636658181,22.536945812807883,False,False,False,False,True,False,634.4463971880492,380.20833333333337,0.0,0.0,2026-04-26T15:18:19.985013+00:00
