symbol,provider_symbol,fetch_status,unavailable_reason,source,cache_status,error_details,has_error,quarterly_eps_growth,annual_eps_growth,eps_growth_acceleration,eps_3q_accel,quarterly_revenue_growth,annual_revenue_growth,revenue_growth_acceleration,sales_3q_accel,quarterly_op_margin_improved,annual_op_margin_improved,net_margin_improved,margin_3q_accel,quarterly_net_income_growth,annual_net_income_growth,roe,debt_to_equity,cached_at
PACS,PACS,complete,,yfinance,,[],False,0.0,223.6842105263158,False,False,0.9974958481057471,29.322151514010447,False,False,True,True,True,False,13.92206999198565,243.51327116212337,0.0,0.0,2026-04-26T15:07:52.070755+00:00
