symbol,provider_symbol,error_details,has_error,quarterly_eps_growth,annual_eps_growth,eps_growth_acceleration,eps_3q_accel,quarterly_revenue_growth,annual_revenue_growth,revenue_growth_acceleration,sales_3q_accel,quarterly_op_margin_improved,annual_op_margin_improved,net_margin_improved,margin_3q_accel,quarterly_net_income_growth,annual_net_income_growth,roe,debt_to_equity,cached_at
WPM,WPM,[],False,25.621118012422368,-1.684919966301602,False,False,-5.357717728698099,26.43524647038271,False,False,True,True,True,False,25.642727614876655,-1.5817157821904455,0,0,2026-03-13T01:32:12.711645+00:00
