symbol,provider_symbol,fetch_status,unavailable_reason,source,cache_status,error_details,has_error,cached_at
GDX,GDX,soft_unavailable,ineligible:etf,metadata_skip,,[],True,2026-04-18T22:09:08.590335+00:00
