symbol,provider_symbol,fetch_status,unavailable_reason,source,cache_status,error_details,has_error,roe,debt_to_equity,cached_at
GCV,GCV,complete,,yahooquery,,[],False,-39.351207650931165,0.21689452195500014,2026-04-26T15:21:53.560130+00:00
