symbol,provider_symbol,fetch_status,unavailable_reason,source,cache_status,error_details,has_error,cached_at
DWM,DWM,soft_unavailable,ineligible:etf,metadata_skip,,[],True,2026-04-18T22:26:25.603141+00:00
