symbol,provider_symbol,fetch_status,unavailable_reason,source,cache_status,error_details,has_error,cached_at
CIB,,failed,,yfinance+yahooquery,,"[""yfinance_fetch_failed:CIB:[Errno 22] Invalid argument"", ""yahooquery_fetch_failed:CIB:[Errno 22] Invalid argument""]",True,2026-04-18T22:12:03.071497+00:00
