symbol,provider_symbol,fetch_status,unavailable_reason,source,cache_status,error_details,has_error,quarterly_revenue_growth,quarterly_net_income_growth,roe,debt_to_equity,cached_at
GLQ,GLQ,complete,,yahooquery,,[],False,13.921095438966407,14.842462312791715,-73.55326376567642,1.1179096495285166,2026-04-26T15:21:58.472960+00:00
