symbol,provider_symbol,fetch_status,unavailable_reason,source,cache_status,error_details,has_error,roe,debt_to_equity,cached_at
CCD,CCD,complete,,yahooquery,,[],False,-44.203731621680674,0.6215583301796245,2026-04-26T15:20:44.594896+00:00
