symbol,provider_symbol,fetch_status,unavailable_reason,source,cache_status,error_details,has_error,roe,debt_to_equity,cached_at
BHP,BHP,complete,,yahooquery,,[],False,71.00836473940619,1.066274473756779,2026-04-26T15:13:25.737537+00:00
