symbol,provider_symbol,error_details,has_error,quarterly_eps_growth,annual_eps_growth,eps_growth_acceleration,eps_3q_accel,quarterly_revenue_growth,annual_revenue_growth,revenue_growth_acceleration,sales_3q_accel,quarterly_op_margin_improved,annual_op_margin_improved,net_margin_improved,margin_3q_accel,quarterly_net_income_growth,annual_net_income_growth,roe,debt_to_equity,cached_at
TBN,TBN,[],False,29.336188436830835,-8.53816300129366,False,False,0,0,False,False,False,False,False,False,19.176240527988266,-68.35760122136256,0,0,2026-03-13T22:39:58.136466+00:00
