symbol,provider_symbol,fetch_status,unavailable_reason,source,cache_status,error_details,has_error,roe,debt_to_equity,cached_at
ZGN,ZGN,complete,,yahooquery,,[],False,7.582601933282176,2.495630746933864,2026-04-26T15:15:00.398513+00:00
