symbol,provider_symbol,fetch_status,unavailable_reason,source,cache_status,error_details,has_error,quarterly_revenue_growth,quarterly_net_income_growth,roe,debt_to_equity,cached_at
PUK,PUK,complete,,yahooquery,,[],False,-93.38152082648851,-47.91352438411262,12.384196999581615,8.567987567987569,2026-04-26T15:20:04.776407+00:00
