symbol,provider_symbol,fetch_status,unavailable_reason,source,cache_status,error_details,has_error,quarterly_revenue_growth,quarterly_net_income_growth,roe,debt_to_equity,cached_at
MOBBW,MOBBW,complete,,yahooquery,,[],False,-46.581959462774016,86.14985300237934,-27.04305724920784,0.18729950276319704,2026-04-26T15:06:06.673539+00:00
