symbol,provider_symbol,fetch_status,unavailable_reason,source,cache_status,error_details,has_error,roe,debt_to_equity,cached_at
PSIG,PSIG,complete,,yahooquery,,[],False,161.55953451168045,3.2243324406644547,2026-04-26T15:06:09.732349+00:00
