symbol,provider_symbol,fetch_status,unavailable_reason,source,cache_status,error_details,has_error,roe,debt_to_equity,cached_at
NXG,NXG,complete,,yahooquery,,[],False,7.409158676554166,0.3633958341865047,2026-04-26T15:19:12.285107+00:00
