symbol,provider_symbol,fetch_status,unavailable_reason,source,cache_status,error_details,has_error,cached_at
USCB,,failed,,yfinance+yahooquery,,"[""yfinance_fetch_failed:USCB:[Errno 22] Invalid argument"", ""yahooquery_fetch_failed:USCB:[Errno 22] Invalid argument""]",True,2026-04-18T22:29:14.985944+00:00
