symbol,provider_symbol,fetch_status,unavailable_reason,source,cache_status,error_details,has_error,quarterly_revenue_growth,quarterly_net_income_growth,roe,debt_to_equity,cached_at
RTO,RTO,complete,,yahooquery,,[],False,-55.500868558193396,-42.93617021276596,5.406595315930715,1.9136374725542815,2026-04-26T15:17:01.328909+00:00
