symbol,provider_symbol,fetch_status,unavailable_reason,source,cache_status,error_details,has_error,quarterly_revenue_growth,quarterly_net_income_growth,roe,debt_to_equity,cached_at
UTG,UTG,complete,,yahooquery,,[],False,12.264517992096186,12.50033860595301,-11.130348551278251,0.25219826233184844,2026-04-26T15:19:09.872576+00:00
