symbol,provider_symbol,fetch_status,unavailable_reason,source,cache_status,error_details,has_error,roe,debt_to_equity,cached_at
CEE,CEE,complete,,yahooquery,,[],False,-475.95664767134804,0.053295134969186954,2026-04-26T15:17:16.985848+00:00
