symbol,provider_symbol,fetch_status,unavailable_reason,source,cache_status,error_details,has_error,quarterly_revenue_growth,quarterly_net_income_growth,roe,debt_to_equity,cached_at
NCZ,NCZ,complete,,yahooquery,,[],False,-22.322476525821596,-22.52861679344214,-16.02485181895159,0.2819232107885154,2026-04-26T15:20:19.515519+00:00
