symbol,provider_symbol,fetch_status,unavailable_reason,source,cache_status,error_details,has_error,quarterly_revenue_growth,quarterly_net_income_growth,roe,debt_to_equity,cached_at
INTJ,INTJ,complete,,yahooquery,,[],False,-21.211776389011312,200,26.60941314000637,0.6087721144634055,2026-04-26T15:06:03.470484+00:00
