symbol,provider_symbol,fetch_status,unavailable_reason,source,cache_status,error_details,has_error,quarterly_eps_growth,annual_eps_growth,eps_growth_acceleration,eps_3q_accel,quarterly_revenue_growth,annual_revenue_growth,revenue_growth_acceleration,sales_3q_accel,quarterly_op_margin_improved,annual_op_margin_improved,net_margin_improved,margin_3q_accel,quarterly_net_income_growth,annual_net_income_growth,roe,debt_to_equity,cached_at
WHD,WHD,complete,,yfinance,,[],False,-4.9180327868852505,-13.261648745519716,False,False,-1.042227054714079,-4.493040447365672,True,False,False,False,False,False,-4.290793772823371,-10.459691381663044,0.0,0.0,2026-04-26T15:16:14.717360+00:00
