symbol,provider_symbol,fetch_status,unavailable_reason,source,cache_status,error_details,has_error,roe,debt_to_equity,cached_at
PEO,PEO,complete,,yahooquery,,[],False,31.548413548690114,0.012030605853972172,2026-04-26T15:17:32.862699+00:00
