symbol,provider_symbol,fetch_status,unavailable_reason,source,cache_status,error_details,has_error,roe,debt_to_equity,cached_at
ADAG,ADAG,complete,,yahooquery,,[],False,-96.2468529739013,0.8341461433247062,2026-04-26T15:08:46.483429+00:00
