symbol,market,exchange,benchmark_symbol,mode,market_state,group_state,stock_stage,timing_state,base_high,base_low,percent_to_stage2,breakout_age_weeks,weekly_close,daily_close,ma10w,ma30w,ma40w,ma50d,ma200d,ma30w_slope_4w,ma40w_slope_4w,rp,mrs,rs_proxy,rp_ma52_slope,weekly_volume_ratio,weekly_volume_reference,overhead_reference,resistance_confidence,early_stage2_score,confidence_tier,priority_label,rejection_reason,sector,industry_group,assumption_flags,confidence_penalty_points,base_duration_weeks,base_quality_score,group_name,retest_signal,retest_volume_lighter,breakout_level,breakout_date,breakout_type,continuation_setup_pass,continuation_quality_score,continuation_lifecycle_state,continuation_volume_dryup_ratio,breakout_structure_pass,close_gt_ma10w,close_gt_ma40w,close_gt_ma50d,close_gt_ma200d,ma50d_gt_ma200d,bar_end_date,phase_bucket
AAAA,us,BTS,SPY,BOOTSTRAP_MODE,MARKET_STAGE2_FAVORABLE,WEAK,STAGE_1,BASE,29.020000457763672,26.0,0.21756302016202547,,28.957000732421875,28.957000732421875,27.442099952697752,27.327433331807455,26.946299982070922,27.541000022888184,26.962722508695112,0.0015331505061760842,0.0005594069535620472,4.077646680247606,1.078231719566669,0.01765296571930608,0.000482645543577076,0.8436830835117773,4w,29.020000457763672,LOW,37.06,LOW,WATCH,base_not_close_enough_to_breakout,,,"['bootstrap_mode', 'missing_104w_resistance', 'missing_core_group', 'missing_group_data']",20,26.0,0.8333333333333334,unknown__unknown,False,False,,,,False,,,,False,True,True,True,True,True,2026-04-17,FORMING
AA,us,NYQ,SPY,BOOTSTRAP_MODE,MARKET_STAGE2_FAVORABLE,WEAK,STAGE_2,EXCLUDE,,,,,65.62000274658203,65.62000274658203,63.080000686645505,51.73566691080729,46.612000179290774,63.724000244140626,45.889650115966795,0.024566586506152233,0.021875692618999854,9.240431660377274,43.58023403565019,0.5875399879953735,0.016409975780837138,0.9154848437374368,4w,75.69999694824219,LOW,14.33,LOW,EXCLUDED,stage_not_actionable,Basic Materials,Aluminum,"['bootstrap_mode', 'missing_104w_resistance', 'missing_core_group', 'missing_group_data']",20,,,Aluminum,False,False,,,,False,,,,False,True,True,True,True,True,2026-04-17,NONE
A,us,NYQ,SPY,BOOTSTRAP_MODE,MARKET_STAGE2_FAVORABLE,WEAK,STAGE_1,BASE,160.27000427246094,109.75,31.50898552593645,,121.87000274658205,121.87000274658205,117.0620002746582,133.07600072224935,129.98425045013428,118.49039978027344,129.75140022277833,-0.002560987670814502,-0.0008023215676016549,17.16140482618982,-11.569579490147264,-0.21485094140509042,-0.00269562802095738,1.3641255805644874,4w,160.27000427246094,LOW,13.77,LOW,WATCH,base_not_close_enough_to_breakout,Healthcare,Diagnostics & Research,"['bootstrap_mode', 'missing_104w_resistance', 'missing_core_group', 'missing_group_data']",20,46.0,0.7450862164119277,Diagnostics & Research,False,False,,,,False,,,,False,True,False,True,False,False,2026-04-17,FORMING
