symbol,price,change_pct,volume,relative_volume,market_cap,eps_growth_qoq
AGCO,117.97000122070312,10.624532910635498,3156300,3.9418683795873255,8603660288,200.0
ALHC,13.779999732971191,5.999997945932245,14901100,4.432643663572308,2626762496,200.0
ALL,203.25,5.705222222980533,4538200,2.9190572979648546,52571881472,254.45378151260502
ALNY,392.239990234375,15.432608689014016,3353500,3.397153421465836,51827924992,31.379009825340543
AMSC,56.84999847412109,29.38097462653253,5312500,4.510349394658048,2365600256,458.0082987551867
APLD,13.140000343322754,31.006985973570767,137804100,2.6743111912906214,3150008320,74.37034153655408
AUPH,9.244999885559082,2.154692715077,5919800,3.571081706334963,1337529600,1533.589923023093
BTU,16.149999618530273,4.734108551391003,13362200,2.707520439832091,1906170624,12.418300653594772
BWA,36.79999923706055,6.573995186830683,5151300,2.105697027833151,8054935040,42.675159235668794
CMRE,10.09000015258789,5.654449749403345,1336000,2.5377470080877704,1462280832,186.30904723779022
COUR,12.640000343322754,5.685621262599416,5611000,2.17373758765878,1978764032,63.9072694461154
ERJ,57.58000183105469,5.015502294662433,6437200,3.5304247675981024,10453344256,60.96491228070175
FSS,126.56999969482422,2.1137578145129288,1729300,2.9751227233105473,7447007744,54.21166306695464
HII,278.8599853515625,7.867862139207715,2038700,4.147328520924154,10706689024,21.138211382113823
KBR,46.7400016784668,2.6801432522724156,3400500,2.2990072903872805,5941908480,52.63157894736842
MDXG,7.190000057220459,10.27607481984587,2778900,3.411067444348746,1003162112,36.95002135839385
MMS,73.86000061035156,3.692260465353403,916800,2.0786523222727324,4098855168,134.4135352946888
MOD,134.55999755859375,18.429848887362077,4507900,4.153815030021148,7023233024,20.975609756097562
MTRN,105.3000030517578,3.6315347104036055,479100,2.331159984429739,2127616256,42.04994914679625
OI,13.010000228881836,2.6835055291281718,3607600,2.2026078479657603,1993704448,68.75
PI,154.5800018310547,26.487196619817976,2703300,5.382915173237754,4378145280,200.0
PRLB,43.119998931884766,9.91587926342017,390200,2.039686770603106,1044955584,200.0
PTC,214.80999755859372,6.073775806330661,2618200,2.380924955364856,25276641280,97.78674968382138
ROKU,94.16000366210938,2.3478300675101815,8818100,2.47786294490765,12022063104,22.83391470687521
RSI,20.15999984741211,25.529268479518862,11191900,7.820414875132182,4293393664,162.66666666666666
SPGI,551.0999755859375,4.1127383283080965,2494700,2.2587440657453546,167194378240,23.863636363636363
SUI,124.02999877929688,6.372213038085794,3204600,3.495075745182083,16325983232,82.3083778966132
TMDX,118.97000122070312,10.46425681690315,3866100,3.5875839029973093,4132097280,35.92009968071023
UAN,94.7300033569336,5.784478088941958,57300,2.305216575030173,1000412672,48.062312107133096
UDMY,7.610000133514404,8.869819494959174,3222900,2.7073675780642943,1094660224,82.04582319545824
USAR,12.710000038146973,13.99103563218176,6542500,2.2662259875589936,1262164096,207.84517582816687
ZWS,44.25,3.050771809937114,2933700,3.4126745626603125,7362278400,15.825688073394495
