symbol,market,close,market_cap,shares_outstanding,sector,industry,ema5,ema10,ema20,ema50,ema100,avg_volume_60d,avg_traded_value_60d,avg_traded_value_30d,avg_traded_value_10d,change_1d_pct,perf_1m_pct,perf_3m_pct,perf_6m_pct,atr_pct,adr_pct,relative_volume,distance_from_52w_low_pct,breakout_strength,date,preset,preset_label
IPWR,us,4.5,54402252.0,12089389.0,Technology,Semiconductors,3.866864256708535,3.570572324570441,3.357722459054976,3.3462037007645966,3.594447548016483,134838.33333333334,513147.6887861888,634651.4486630758,1634474.7616259255,18.11023799431024,44.69453864278494,13.350125127714584,-18.478260587879745,11.073015228150384,12.260343185918199,7.277592259611268,72.0841293915403,12.6688174184228,2026-04-24,us_breakout_strength,US Breakout Strength
POET,us,15.100000381469728,2305938944.0,152711182.0,Technology,Semiconductors,12.038051343739937,10.25177188352207,8.672385212543539,7.371606373564688,6.829589233929498,13707775.0,115480901.26957072,179830675.7701058,420399221.6774798,28.83959076306233,175.04555575590248,118.52388878307845,104.88467592865175,8.82213749789032,11.21188749821556,3.205177625755657,299.47091258622413,12.651850049206333,2026-04-24,us_breakout_strength,US Breakout Strength
OGN,us,11.260000228881836,2931154176.0,260315650.0,Healthcare,Drug Manufacturers - General,9.693753223636271,9.116960353201952,8.333915673286134,7.6828793317675705,7.759892551506089,5858086.666666667,46716564.18303808,59993413.22126176,99468754.55894789,30.930229411891254,86.11570039494727,15.368852098601327,25.95079146971353,8.27772199419031,7.671498556299897,3.5185528838931455,97.89103893932645,12.551445232334856,2026-04-24,us_breakout_strength,US Breakout Strength
ARMG,us,22.299999237060547,,,,,17.178291034285234,14.683307030780579,12.399615469804093,9.94589051282517,9.26318059525164,1104035.0,11002364.452995459,16327848.93749396,29434335.48755328,29.350345319721537,115.45892188550707,254.53099161054672,54.432132168168714,7.5150551333742595,11.168086140474966,3.199831079267485,381.1218583788566,11.88070929081525,2026-04-24,us_breakout_strength,US Breakout Strength
RMAX,us,7.989999771118164,160938208.0,20142454.0,Real Estate,Real Estate Services,7.012386053176992,6.6432592402273025,6.362699044741106,6.424730757033575,6.86884814481818,260436.66666666666,1684818.6064063178,1752652.48489062,2417408.055334091,21.798778061158288,29.079155044563464,0.3768810656711308,-6.330597640768431,4.3447164275853565,4.862400210126052,4.626927472381867,46.336991122619644,11.876549953504604,2026-04-24,us_breakout_strength,US Breakout Strength
HTCO,us,11.25,83084896.0,7285324.0,Industrials,Marine Shipping,10.614541449868439,10.360284472782553,9.939565451316227,9.55678658999516,9.314244449513462,192405.0,1789855.6754901672,3342566.3291984135,2941775.0833384194,11.386134406887294,58.45070635366716,23.62636844398711,10.837442589273794,11.929525042337088,17.08664372982036,1.7859996005592171,6081.318806829613,11.655371964813732,2026-04-24,us_breakout_strength,US Breakout Strength
QUIK,us,13.079999923706056,231783296.0,17720435.0,Technology,Semiconductors,12.397637037980356,12.004531581055257,11.295790050575876,9.963683029471587,8.836992982851635,212473.33333333334,2040353.277508153,2525883.7604904175,3639072.5239976244,10.101008398194033,35.96673679113969,53.34115279215838,113.37683000841197,6.039755616059553,6.423711617913997,5.398160947172306,172.4999875823662,11.618684343176485,2026-04-24,us_breakout_strength,US Breakout Strength
TROO,us,3.0999999046325684,378696512.0,122160166.0,Financial Services,Credit Services,2.841638538431005,2.7033113253295586,2.614334404909921,2.713850863662194,2.6290476811173598,306528.3333333333,1050853.2488809691,438211.96606185695,536186.7002209028,13.138682257037338,18.773947480130193,-16.216219873477055,106.66666030883789,9.17050723850914,11.830603376461289,2.4771324218623745,519.9999809265137,11.609043766346979,2026-04-24,us_breakout_strength,US Breakout Strength
OSTX,us,1.7699999809265137,77197864.0,43614611.0,Healthcare,Biotechnology,1.5322962394399662,1.4610858103969133,1.423649076090957,1.426004771799351,1.4998007171744276,593011.6666666666,847029.9514236714,921667.2141933441,1258129.0444374084,22.068960187551557,29.19707845006694,20.408159624317214,-3.278691835069314,6.384180447959842,7.691911412182445,4.481623372783009,53.91304501062984,11.54307658579497,2026-04-24,us_breakout_strength,US Breakout Strength
WOLF,us,31.229999542236328,1509615744.0,48338641.0,Technology,Semiconductors,28.062165906634583,26.204025303937318,23.736386049703782,20.95385789970197,19.28320775478188,2335176.6666666665,49410374.66048029,63728209.84051492,131322201.3143349,13.357533238060526,85.67181990999855,73.88642056912059,5.936228043330716,10.856776725771002,11.264754487515656,2.557763038660991,7907.692484037418,11.27287987353823,2026-04-24,us_breakout_strength,US Breakout Strength
CEVA,us,28.8700008392334,804299968.0,27859369.0,Technology,Semiconductors,25.694409389969316,24.156517834565392,22.539959017442385,21.391173669162498,21.676988971637975,413963.3333333333,8728615.237002902,8564675.747400919,11776990.495897928,17.167214100508588,53.40064456628595,24.278955695812776,10.443770135151764,4.4311947997121175,4.723723907803269,3.9384350181616696,69.62397216660679,11.211800057105911,2026-04-24,us_breakout_strength,US Breakout Strength
TJGC,us,1.6299999952316284,49389000.0,30300000.0,Communication Services,Advertising Agencies,1.4063130753838022,1.2467308871922138,1.076636618243454,0.9539531731444536,1.0765488001293357,156448.33333333334,130904.85664967034,134569.5089927647,103829.75355486074,9.395972134148689,163.75405694982956,46.84684452477648,40.51724501157923,7.502191136748553,10.681535824237836,2.325620672183753,234.70226561299032,10.941312407449047,2026-04-24,us_breakout_strength,US Breakout Strength
LPTH,us,16.09000015258789,928531456.0,57708603.0,Technology,Electronic Components,14.974702092346012,14.338988229599078,13.414579073401816,12.23280261132276,11.045765634104484,2455481.6666666665,29236326.872285206,28394979.071306653,42255864.887431465,10.054721467411243,46.40582791341434,29.340841602280232,118.91156954228887,8.279321848237235,9.628984749547302,2.6236104803026783,712.626262504633,10.864712707328495,2026-04-24,us_breakout_strength,US Breakout Strength
IHRT,us,5.420000076293945,818931904.0,130004255.0,Communication Services,Broadcasting,4.513520188897603,4.1912420573000855,3.826181576551349,3.5159022583172437,3.4235809444468424,779821.6666666666,2519495.30252152,2283025.522509416,2772095.1511351266,35.16208895093453,90.84507887667573,48.90109670578238,65.74923877394812,5.798628516309515,6.740725046906244,2.485058900749646,447.4747499073419,10.768746317808807,2026-04-24,us_breakout_strength,US Breakout Strength
KLXE,us,3.3499999046325684,65890316.0,19668752.0,Energy,Oil & Gas Equipment & Services,2.8399203325520226,2.6579653109168584,2.59321124646577,2.5411382372079645,2.4083852958524434,282490.0,752684.5242094994,825492.280125618,842758.2999459903,13.945572769809145,20.0716828113362,45.652172786301584,98.22483971641451,8.65671552563327,10.518729029214082,2.688610070066808,129.45204226736712,10.298300213801307,2026-04-24,us_breakout_strength,US Breakout Strength
ANAB,us,58.880001068115234,1692697344.0,28748255.0,Healthcare,Biotechnology,52.26731851342088,48.60904914314031,45.55858838951284,41.44141022043347,36.694085040126126,608658.3333333334,24321280.358914267,30340291.377273843,36427783.33493127,14.842989160143837,35.8978373676933,85.78039524884842,162.46656046731346,9.660959747247185,8.031154479846654,1.7340627355180749,416.3100488366412,10.290805598952371,2026-04-24,us_breakout_strength,US Breakout Strength
SHMD,us,6.96999979019165,387552672.0,55602966.0,Industrials,Specialty Industrial Machinery,6.5071791998741615,6.291135857442338,6.185513955733993,6.436512705399021,6.276759963807419,756310.0,5235701.483600405,4847679.262102445,6867525.583287875,11.69871868348924,5.60605895311268,-14.948138502143582,79.63916455182837,11.386555027151426,12.948766287846965,2.2156149829533227,248.49998950958252,10.07065596221235,2026-04-24,us_breakout_strength,US Breakout Strength
HRTX,us,1.190000057220459,224359200.0,188537136.0,Healthcare,Biotechnology,1.0644251332452044,1.0087554405379184,0.9583469985902902,0.9927908022318543,1.0972995948013582,1881838.3333333333,1914008.3437406023,1822473.5108334487,2358157.8175385795,19.0000057220459,43.3735037528306,-16.197176536286683,0.0,6.002399956220284,6.87180496748433,3.2450747314401545,60.810816470857354,10.033535428425107,2026-04-24,us_breakout_strength,US Breakout Strength
VNCE,us,4.800000190734863,61667012.0,12847294.0,Consumer Cyclical,Apparel Manufacturing,4.307544317643556,3.8496670932445247,3.3393549132669045,2.953995230983251,2.8570693463228873,111783.33333333333,387249.78418866795,640312.434284687,1719884.2351524036,11.368915416720826,135.29413139668875,75.18248810321751,65.51724251328687,9.434524016484373,10.534712044794215,2.2078752500979766,370.5882627933776,9.850278331377591,2026-04-24,us_breakout_strength,US Breakout Strength
GSIT,us,7.829999923706055,283337984.0,36186203.0,Technology,Semiconductors,7.115873074697448,6.7439265041201715,6.501167898972522,6.633798814213419,6.639967304729053,961090.0,6740154.938825237,7068030.827417374,6315485.781118074,16.691503415674802,33.16326141688428,-6.1151105461740745,-39.255238827343156,7.179346800075514,8.315386383348446,1.9316578680267853,193.25841572912506,9.286076963091956,2026-04-24,us_breakout_strength,US Breakout Strength
CTEV,us,23.809999465942383,403982368.0,16966920.0,Healthcare,Health Information Services,21.799929024451174,20.692423686997827,19.416336808468806,20.382598037216077,25.98147481028954,191386.66666666666,3468806.593082216,1968976.9007078807,1868744.7257995605,17.290642171423485,49.37264800962959,-17.49827109358353,-63.96791948218026,7.68674562268514,8.162956840370715,1.5099535310653434,97.75747127392751,9.176458993485731,2026-04-24,us_breakout_strength,US Breakout Strength
MRAM,us,14.06999969482422,327753312.0,23294478.0,Technology,Semiconductors,13.015242457207856,12.331745791146833,11.450523834166194,10.757015061209088,10.363223285272126,569421.6666666666,6330578.036778239,4282879.337817298,7160815.606606801,11.489697483471106,55.641590201291756,-0.5653705007969467,42.842630963683504,5.099503121049111,5.820180087153469,3.0874320029856483,173.20387251022726,9.084582427363847,2026-04-24,us_breakout_strength,US Breakout Strength
VLN,us,1.7899999618530271,188473936.0,105292700.0,Technology,Semiconductors,1.6394856255355181,1.54706675416745,1.4547198894508895,1.43782667240705,1.5297749913487035,698361.6666666666,1022422.438332571,865133.0370023516,1272012.615224918,8.484847740474578,46.72130490784632,-8.67347311149379,3.4682047467071264,5.578610983603577,6.309534107142683,2.0293361560562526,62.72726573234762,9.081728255262401,2026-04-24,us_breakout_strength,US Breakout Strength
AMDG,us,58.18000030517578,,,,,47.0676371572386,41.28659276020727,35.0430149850659,29.285891555521435,27.82737189503501,124496.66666666667,3324440.4486751556,2652426.084596846,4926586.076526642,28.09335678255216,178.8535247873499,53.59028158567736,58.054871324701,5.996292683025523,7.550777791466166,2.6131279379283003,737.1223295231642,9.00406167682461,2026-04-24,us_breakout_strength,US Breakout Strength
SYNA,us,93.86000061035156,3659608064.0,38729741.0,Technology,Semiconductors,87.0301421913014,83.44853248864388,80.03528538896876,78.40596032871622,77.38485419000517,757680.0,60728935.82206302,56063939.0285068,67459827.64935811,10.488527348079835,28.25908748146473,9.64953537788633,36.28575122281343,4.550089258875775,5.078687689873908,2.3759784287546792,76.52812458656773,8.919960990416723,2026-04-24,us_breakout_strength,US Breakout Strength
ARM,us,234.80999755859372,249367887872.0,1061998569.0,Technology,Semiconductors,202.93948820615594,186.22000672158634,169.65345209300696,149.30035650702422,140.43708449177535,7315228.333333333,1052526064.2397562,1419761580.1977115,1751120918.0051675,14.759785376157343,51.68604194412345,102.30033443264008,41.699347079287776,4.99993798711907,5.8358733776871485,2.44320316639398,134.76305282886773,8.678840446788653,2026-04-24,us_breakout_strength,US Breakout Strength
TTMI,us,149.00999450683594,15473672192.0,103843183.0,Technology,Electronic Components,134.41508044657235,127.12711343395345,118.46639636411773,106.92212309131156,95.15208232336347,2290448.3333333335,235193921.02391985,191435199.48486328,223103802.29929605,12.054443746667376,55.3320067057232,56.819616681926256,167.57047617410174,5.55907108323831,6.755595227568058,1.572737564565202,679.3409412465819,8.65758664478158,2026-04-24,us_breakout_strength,US Breakout Strength
AOSL,us,44.45000076293945,1322868608.0,29760825.0,Technology,Semiconductors,40.26574611543469,36.587295374315424,31.99271584295068,26.910276191786675,24.98105759033196,501793.3333333333,14386769.095680447,20447698.990103405,50164728.2204628,11.45937706224891,96.94285052707725,101.77031038353465,55.528344582218935,7.674756072396588,8.075450760819356,2.108449408255862,161.31687339701705,8.585149739025645,2026-04-24,us_breakout_strength,US Breakout Strength
BOOM,us,6.409999847412109,131314720.0,20475151.0,Industrials,Conglomerates,5.804172640817471,5.590032739794011,5.472744681513902,5.808430954548918,6.296540708996276,345405.0,2109034.9486366906,1567070.7767142192,1784450.0189256668,13.451322817991084,22.56213812686878,-25.20419981714379,-16.318538184074583,4.59104023489762,5.135218818474564,2.221149869019716,36.67376906624202,8.413185507264522,2026-04-24,us_breakout_strength,US Breakout Strength
CVV,us,6.460000038146973,44815204.0,6937338.0,Industrials,Specialty Industrial Machinery,5.647092005481709,5.168345833812389,4.7770420925304276,4.413326691270363,4.152528610138218,271101.6666666667,1290093.6936567887,2333605.0204634666,776926.4722522099,12.73996538644906,22.813683594082868,23.75479497691313,57.56098020509348,7.397169940902773,10.847189472040593,1.9273771322411755,162.60162349481314,8.24892399746693,2026-04-24,us_breakout_strength,US Breakout Strength
AIP,us,26.71999931335449,1231594624.0,46092618.0,Technology,Semiconductors,24.48196412554572,22.947348740834837,21.00525520216253,18.521687888242212,16.8231864922069,511928.3333333333,8914835.103295645,10062773.726260928,15143227.453982037,9.913615386081954,52.51140762107689,65.44891606496606,112.56960988118898,4.159270855189008,5.4390056737925425,2.510507969501596,328.89244352407303,8.143247214023635,2026-04-24,us_breakout_strength,US Breakout Strength
INTW,us,167.38999938964844,,,,,130.3920468675979,117.76649630193376,101.52216064755163,80.86758402218037,67.9208205419577,763123.3333333334,55787038.367443085,62242875.91922335,89787712.44471231,46.8075814049127,221.03951160168415,183.47163683719793,261.14348414295733,8.693341638354028,10.60064276524397,2.317229473463943,1118.2678470017631,8.072386122722499,2026-04-24,us_breakout_strength,US Breakout Strength
HIMX,us,12.09000015258789,2108809344.0,174425914.0,Technology,Semiconductors,11.423868247178111,10.908368984555576,10.170792059281482,9.248820760943515,8.810702944739301,2945160.0,28135442.946360905,33611721.63378133,35711791.19903246,10.612990073411122,44.79041437432687,43.58669884845525,37.38636239254773,5.730826999582201,6.3256158150711155,1.514698481577817,81.25937052920489,8.021306472320001,2026-04-24,us_breakout_strength,US Breakout Strength
AMUU,us,119.72000122070312,,,,,96.99427020095959,85.12214636341818,72.27415654046479,60.379277092268794,57.243554278027915,166970.0,8922524.680542417,7255432.063920762,12370123.036422731,27.974342400038644,178.54169057453527,52.39308164617788,56.49673362183416,6.06689371377007,7.670866593070808,2.22797514736339,721.6320115694944,7.848264008178045,2026-04-24,us_breakout_strength,US Breakout Strength
AMDL,us,34.29999923706055,,,,,27.797330501572844,24.39599096057135,20.70930047242671,17.221337048527754,16.06380222491076,12168575.0,188744255.0225994,193526778.0579853,306158992.9153061,27.74673649812074,178.18328831547078,53.33034398865038,76.71303197683275,6.247187931740212,8.089716793250961,2.096945699927236,841.0150731562394,7.801282802330391,2026-04-24,us_breakout_strength,US Breakout Strength
BRCC,us,1.159999966621399,135116800.0,116480011.0,Consumer Defensive,Packaged Foods,1.0635174508249499,0.9875925568336767,0.9183471886915467,0.8808400567298672,0.9641256992701285,826206.6666666666,658065.381826924,465916.2869501776,557795.5359051622,4.504500150622537,55.70469250964034,22.105261176576875,-18.309859036689847,6.016011481675353,7.076213760904065,2.1142786469606083,93.33332008785725,7.723552880090418,2026-04-24,us_breakout_strength,US Breakout Strength
ASYS,us,18.770000457763672,270409728.0,14406485.0,Technology,Semiconductor Equipment & Materials,17.60373825859184,16.699014468532717,15.404900195153708,13.998822515214586,12.782968309509119,282165.0,3872122.62957361,3126141.9348971047,5030446.406532924,8.874714077483281,63.50175266738065,13.964791987236168,153.30635417379887,7.314102612305437,7.568271953684116,2.614328221560998,475.7668868918123,7.628882031103901,2026-04-24,us_breakout_strength,US Breakout Strength
CC,us,26.61000061035156,3994460928.0,150111263.0,Basic Materials,Specialty Chemicals,24.730565215214977,23.92891660101574,22.82039681041021,20.584517985926098,18.441605245810386,3454425.0,66831780.060962565,63971148.28172684,52095041.93321229,10.004134034171575,23.308622356017494,68.95238482762895,96.81952447768695,4.2116273043109675,4.702523089733623,1.7441893088894855,191.45673906687614,7.5499158329669935,2026-04-24,us_breakout_strength,US Breakout Strength
INTT,us,18.36000061035156,229418192.0,12495544.0,Technology,Semiconductor Equipment & Materials,17.22793507093202,16.582084340660206,15.74658757978215,13.940731514869432,12.055542033764997,162310.0,2370271.1769374213,3306812.950749927,6205170.2874183655,6.744184860221281,28.751755369299993,106.75676096550926,126.66666352699822,7.967630683058742,7.995471162415251,3.250501245519169,230.21584171407517,7.430661580940413,2026-04-24,us_breakout_strength,US Breakout Strength
SANM,us,192.16000366210935,10492875776.0,54604888.0,Technology,Electronic Components,180.27240906764192,171.0458827741531,159.1978198838949,149.55710361159726,146.05802103056052,759778.3333333334,110258989.45660062,98319426.95601568,128637583.5858663,6.74369464588751,46.72062447208223,8.058258833438426,51.033560160349786,4.132716149026203,4.589398314496587,1.9642843088643858,156.55540687234247,7.353386701427191,2026-04-24,us_breakout_strength,US Breakout Strength
WLAC,us,16.889999389648438,291836800.0,12650000.0,Financial Services,Shell Companies,15.049216640146984,14.081128721031138,13.01947239053076,12.04901039278732,11.771347902037888,382658.3333333333,4701200.267999967,6504061.389604146,14941151.067803701,12.599995930989593,55.52486117496016,39.70222643903851,37.99019367224612,5.616171151788882,4.84903121972759,2.0411281968393444,68.56286045937023,7.3284861264310015,2026-04-24,us_breakout_strength,US Breakout Strength
PYXS,us,1.899999976158142,119379368.0,62831246.0,Healthcare,Biotechnology,1.7928312088496487,1.7341674949238484,1.6561509798168053,1.641769235320929,1.828598190196937,400695.0,613465.2382902304,596977.4327704641,679176.1986001332,11.111107238164797,36.69064717351771,16.56441605621881,-45.55874008692782,7.54887278428133,7.94425507895383,1.9015457912854543,95.87628042448335,7.3115581979281,2026-04-24,us_breakout_strength,US Breakout Strength
TSMG,us,38.43999862670898,,,,,35.38701159160692,33.97377518938286,32.413164428807185,30.812101124402638,29.019073969243376,113933.33333333333,3580055.2767933737,3615954.938852522,5956947.185649872,10.74618162091776,48.348246578244435,35.686546876913525,55.125091047415296,5.976103844036321,5.6007373429239,2.0614087898856113,364.81253324021833,7.292345869410471,2026-04-24,us_breakout_strength,US Breakout Strength
RMBS,us,158.39999389648438,17132444672.0,108159372.0,Technology,Semiconductors,140.06788396698067,130.08581499523643,118.53665783455595,107.47009703329397,102.13384444093563,2378466.6666666665,245793107.3459371,210456143.03145516,257750231.92937213,14.368226640060922,73.22833515668962,37.368829459904205,67.70778085179423,4.896283854441826,5.930552646351123,2.121192876984267,243.7499730951267,7.0373042863183635,2026-04-24,us_breakout_strength,US Breakout Strength
NRXS,us,7.860000133514404,90432608.0,11505421.0,Healthcare,Biotechnology,7.514039869371997,7.3701284882819085,7.202022213390253,6.552783555839155,5.610418628271455,166393.33333333334,1105106.6014244822,1610812.297625012,1517561.668496132,5.5033601979341595,12.285716193062912,61.72839336591982,107.38786840703423,7.029261655112842,7.807365366774739,3.211550685594939,304.7373844561524,7.023797436553906,2026-04-24,us_breakout_strength,US Breakout Strength
INTC,us,82.54000091552734,414846025728.0,5026000000.0,Technology,Semiconductors,71.57196358473931,67.56068305340102,61.95267160987278,54.141060211164195,48.25670709451203,99917911.66666667,5236003207.366044,6295894693.403126,8779739570.203438,23.59988383395475,87.16554143185232,83.13734518397642,123.56447727279303,5.498632715804159,5.611977503914492,2.334398574877082,335.10808594189496,7.02262786275724,2026-04-24,us_breakout_strength,US Breakout Strength
CGEN,us,3.0999999046325684,293117792.0,94554127.0,Healthcare,Biotechnology,2.939490196005475,2.832355920160998,2.6461680502233067,2.3347682072983518,2.0973930089995747,342861.6666666667,792831.6844514344,1000350.1365870901,1750294.5763468742,6.164377521766307,50.485436443739104,48.32536037996393,78.16091308286319,5.898619209194338,6.192298615002139,2.6361104345155515,152.03250866351078,6.849849198839853,2026-04-24,us_breakout_strength,US Breakout Strength
TSMX,us,79.48999786376953,,,,,73.21639638293269,70.29093914875328,67.08583255510793,63.7248794754038,59.67148413266902,867163.3333333334,56226513.73729494,61958430.75839996,99433048.45242818,10.710298725848656,48.74625731004589,34.70598224837267,61.597885917826375,5.983862163520732,5.70232790384921,1.8449532844218224,385.4351014581345,6.689696275322147,2026-04-24,us_breakout_strength,US Breakout Strength
AMSC,us,49.47999954223633,2355855872.0,47612285.0,Industrials,Specialty Industrial Machinery,45.74495385773729,42.74522052841026,39.31619879275659,35.764937817342904,35.640179922526,1213393.3333333333,41240548.540710874,42320304.24220615,64117162.35184987,7.21559676328527,53.14143435208534,48.67788869336527,-9.675062714794347,6.520671103012631,6.963033872655972,1.873407672335927,164.17512414059837,6.401153377409866,2026-04-24,us_breakout_strength,US Breakout Strength
AKAN,us,12.229999542236328,6535932.0,534418.0,Healthcare,Drug Manufacturers - Specialty & Generic,8.836295575706401,8.087904516816682,8.916220173808181,10.143922349182937,13.686314575059829,1432311.1833333333,13639513.343750643,26698827.58090022,77736028.96923861,30.52294227970098,-12.519128410544644,81.00399322509766,-74.97640734636835,21.693772875869005,18.7266971970066,1.7353188475196804,344.727256081321,6.168516335401716,2026-04-24,us_breakout_strength,US Breakout Strength
LRCU,us,47.56999969482422,,,,,46.181908082746055,45.24169735231589,41.95495225391083,32.811056093092056,24.150440943092164,113218.33333333333,3053088.5681035784,4480187.865797679,6276502.226880391,7.502824169094269,55.00162550350678,304.4303748204901,779.8397356711017,8.19544163206128,7.759324262215799,1.5462510456566725,1757.3970511105952,6.048897850576849,2026-04-24,us_breakout_strength,US Breakout Strength
CMPS,us,9.579999923706056,1292565120.0,134923295.0,Healthcare,Medical Care Facilities,8.884775450816061,8.071261284783358,7.254494350766916,6.744021254497984,6.498468995572774,4133215.0,31641154.56089523,32914901.33522246,76459154.13618088,4.699457083090608,69.85815869665186,33.61227087542515,51.10409610630131,8.130777917521703,7.070317156144737,1.9931479894913595,325.7777743869358,5.946651642958029,2026-04-24,us_breakout_strength,US Breakout Strength
LSCC,us,122.8000030517578,16807565312.0,136869427.0,Technology,Semiconductors,118.3571657390668,114.71642767770015,108.96845251562878,100.07768833208178,91.59808272473563,1913126.6666666667,185218332.47404733,167249208.09225294,202199420.53006488,4.058978755036158,29.37210853416754,45.61840434650206,83.55754895499534,4.426477676379727,4.742380121476581,2.076372538318806,179.726648709494,5.7695706238244755,2026-04-24,us_breakout_strength,US Breakout Strength
KALU,us,177.86000061035156,2906340096.0,16340606.0,Basic Materials,Aluminum,164.1148504056082,155.49836624620264,145.5515546253142,134.54942991802938,124.64807798059694,257381.66666666666,34328558.18395403,37286548.912743464,52668621.28224691,7.898571076022365,54.835898282977794,39.59657444327158,128.31835317906285,4.335674802853179,4.6658270693462445,1.649060177764826,233.50833396518203,5.644485307681338,2026-04-24,us_breakout_strength,US Breakout Strength
NVDU,us,136.02000427246094,,,,,129.22664441923837,124.57012197651866,117.9354753957631,113.0772214453333,113.3109671817471,483133.3333333333,53762369.62265015,48772191.68274773,58940671.223729454,8.572801403107055,45.10348556881356,15.476698544222934,12.594680624849342,4.623532012277868,4.923536498933664,1.701849198379836,206.52395329005282,5.599057433551208,2026-04-24,us_breakout_strength,US Breakout Strength
