symbol,market,close,market_cap,shares_outstanding,sector,industry,ema5,ema10,ema20,ema50,ema100,avg_volume_60d,avg_traded_value_60d,avg_traded_value_30d,avg_traded_value_10d,change_1d_pct,perf_1m_pct,perf_3m_pct,perf_6m_pct,atr_pct,adr_pct,relative_volume,distance_from_52w_low_pct,breakout_strength,date,preset,preset_label
ATOM,us,8.600000381469727,333017536.0,38722969.0,Technology,Semiconductor Equipment & Materials,6.934499401705945,6.244434351293978,5.580880841076906,4.812667590073391,4.284717671683232,2898375.0,15873299.386448199,11971691.605381701,29318906.380208336,38.93376901407408,120.2304851338841,224.5283046028459,200.17453238543985,9.185214363956765,10.63939988235526,12.540783315360585,354.5454843305938,23.943530156657776,2026-04-24,us_breakout_rvol,US Breakout RVOL
MTSR,us,70.5,7429021696.0,105376189.0,Healthcare,Biotechnology,44.48873418024996,38.92166485870444,36.619234521942225,34.184925423954574,31.525188005322104,1558828.5166666666,68756996.55866666,109204220.67603727,231071510.1013781,123.31327425244862,76.29406611893631,141.02564102564102,120.93387758420037,7.503242647273442,8.356135029035146,9.831184155795837,473.1707228192163,26.79816871977374,2025-11-13,us_breakout_rvol,US Breakout RVOL
MXL,us,60.31999969482422,5401412096.0,89545959.0,Technology,Semiconductors,41.224924919730505,34.07581785314552,27.91869668424901,22.45657636758999,19.990375422616175,2041050.0,63982224.23458894,106252849.8522451,281917638.6386045,76.11678743014369,251.5151528624346,227.64801843984475,259.4755496215823,6.96641745555752,7.36255326949463,7.7159589263733395,565.0496331245273,17.36055076819352,2026-04-24,us_breakout_rvol,US Breakout RVOL
TRT,us,16.520000457763672,144543664.0,8749616.0,Technology,Semiconductor Equipment & Materials,11.840030861463074,9.768803315486489,8.22934445357628,6.870611094171259,6.117210753448661,721523.3333333334,9558164.70698542,18808595.425140593,55611498.877937,19.883895340262757,170.37643366239257,153.37424089096584,365.35213182143264,10.290556285701554,12.016816476403378,3.8109671006566157,545.3125323052525,4.404637753100203,2026-04-24,us_breakout_rvol,US Breakout RVOL
POET,us,15.100000381469728,2305938944.0,152711182.0,Technology,Semiconductors,12.038051343739937,10.25177188352207,8.672385212543539,7.371606373564688,6.829589233929498,13707775.0,115480901.26957072,179830675.7701058,420399221.6774798,28.83959076306233,175.04555575590248,118.52388878307845,104.88467592865175,8.82213749789032,11.21188749821556,3.205177625755657,299.47091258622413,12.651850049206333,2026-04-24,us_breakout_rvol,US Breakout RVOL
ARMG,us,22.299999237060547,,,,,17.178291034285234,14.683307030780579,12.399615469804093,9.94589051282517,9.26318059525164,1104035.0,11002364.452995459,16327848.93749396,29434335.48755328,29.350345319721537,115.45892188550707,254.53099161054672,54.432132168168714,7.5150551333742595,11.168086140474966,3.199831079267485,381.1218583788566,11.88070929081525,2026-04-24,us_breakout_rvol,US Breakout RVOL
PDFS,us,46.4900016784668,1854519040.0,39890709.0,Technology,Software - Application,44.404333864750214,42.79592882900459,40.2472414865988,36.58470877176647,33.612032034686834,365365.0,12972968.460329903,15575939.816292657,22685074.75757599,5.9963543810223285,35.06683367697381,37.4224036718517,69.85750914492455,4.483297146479249,4.845167198495755,3.0105317236064733,167.95389427264445,2.6550067292980684,2026-04-24,us_breakout_rvol,US Breakout RVOL
LPTH,us,16.09000015258789,928531456.0,57708603.0,Technology,Electronic Components,14.974702092346012,14.338988229599078,13.414579073401816,12.23280261132276,11.045765634104484,2455481.6666666665,29236326.872285206,28394979.071306653,42255864.887431465,10.054721467411243,46.40582791341434,29.340841602280232,118.91156954228887,8.279321848237235,9.628984749547302,2.6236104803026783,712.626262504633,10.864712707328495,2026-04-24,us_breakout_rvol,US Breakout RVOL
WOLF,us,31.229999542236328,1509615744.0,48338641.0,Technology,Semiconductors,28.062165906634583,26.204025303937318,23.736386049703782,20.95385789970197,19.28320775478188,2335176.6666666665,49410374.66048029,63728209.84051492,131322201.3143349,13.357533238060526,85.67181990999855,73.88642056912059,5.936228043330716,10.856776725771002,11.264754487515656,2.557763038660991,7907.692484037418,11.27287987353823,2026-04-24,us_breakout_rvol,US Breakout RVOL
AIP,us,26.71999931335449,1231594624.0,46092618.0,Technology,Semiconductors,24.48196412554572,22.947348740834837,21.00525520216253,18.521687888242212,16.8231864922069,511928.3333333333,8914835.103295645,10062773.726260928,15143227.453982037,9.913615386081954,52.51140762107689,65.44891606496606,112.56960988118898,4.159270855189008,5.4390056737925425,2.510507969501596,328.89244352407303,8.143247214023635,2026-04-24,us_breakout_rvol,US Breakout RVOL
ARM,us,234.80999755859372,249367887872.0,1061998569.0,Technology,Semiconductors,202.93948820615594,186.22000672158634,169.65345209300696,149.30035650702422,140.43708449177535,7315228.333333333,1052526064.2397562,1419761580.1977115,1751120918.0051675,14.759785376157343,51.68604194412345,102.30033443264008,41.699347079287776,4.99993798711907,5.8358733776871485,2.44320316639398,134.76305282886773,8.678840446788653,2026-04-24,us_breakout_rvol,US Breakout RVOL
SYNA,us,93.86000061035156,3659608064.0,38729741.0,Technology,Semiconductors,87.0301421913014,83.44853248864388,80.03528538896876,78.40596032871622,77.38485419000517,757680.0,60728935.82206302,56063939.0285068,67459827.64935811,10.488527348079835,28.25908748146473,9.64953537788633,36.28575122281343,4.550089258875775,5.078687689873908,2.3759784287546792,76.52812458656773,8.919960990416723,2026-04-24,us_breakout_rvol,US Breakout RVOL
INTC,us,82.54000091552734,414846025728.0,5026000000.0,Technology,Semiconductors,71.57196358473931,67.56068305340102,61.95267160987278,54.141060211164195,48.25670709451203,99917911.66666667,5236003207.366044,6295894693.403126,8779739570.203438,23.59988383395475,87.16554143185232,83.13734518397642,123.56447727279303,5.498632715804159,5.611977503914492,2.334398574877082,335.10808594189496,7.02262786275724,2026-04-24,us_breakout_rvol,US Breakout RVOL
INTW,us,167.38999938964844,,,,,130.3920468675979,117.76649630193376,101.52216064755163,80.86758402218037,67.9208205419577,763123.3333333334,55787038.367443085,62242875.91922335,89787712.44471231,46.8075814049127,221.03951160168415,183.47163683719793,261.14348414295733,8.693341638354028,10.60064276524397,2.317229473463943,1118.2678470017631,8.072386122722499,2026-04-24,us_breakout_rvol,US Breakout RVOL
RMBS,us,158.39999389648438,17132444672.0,108159372.0,Technology,Semiconductors,140.06788396698067,130.08581499523643,118.53665783455595,107.47009703329397,102.13384444093563,2378466.6666666665,245793107.3459371,210456143.03145516,257750231.92937213,14.368226640060922,73.22833515668962,37.368829459904205,67.70778085179423,4.896283854441826,5.930552646351123,2.121192876984267,243.7499730951267,7.0373042863183635,2026-04-24,us_breakout_rvol,US Breakout RVOL
AOSL,us,44.45000076293945,1322868608.0,29760825.0,Technology,Semiconductors,40.26574611543469,36.587295374315424,31.99271584295068,26.910276191786675,24.98105759033196,501793.3333333333,14386769.095680447,20447698.990103405,50164728.2204628,11.45937706224891,96.94285052707725,101.77031038353465,55.528344582218935,7.674756072396588,8.075450760819356,2.108449408255862,161.31687339701705,8.585149739025645,2026-04-24,us_breakout_rvol,US Breakout RVOL
AMDL,us,34.29999923706055,,,,,27.797330501572844,24.39599096057135,20.70930047242671,17.221337048527754,16.06380222491076,12168575.0,188744255.0225994,193526778.0579853,306158992.9153061,27.74673649812074,178.18328831547078,53.33034398865038,76.71303197683275,6.247187931740212,8.089716793250961,2.096945699927236,841.0150731562394,7.801282802330391,2026-04-24,us_breakout_rvol,US Breakout RVOL
LSCC,us,122.8000030517578,16807565312.0,136869427.0,Technology,Semiconductors,118.3571657390668,114.71642767770015,108.96845251562878,100.07768833208178,91.59808272473563,1913126.6666666667,185218332.47404733,167249208.09225294,202199420.53006488,4.058978755036158,29.37210853416754,45.61840434650206,83.55754895499534,4.426477676379727,4.742380121476581,2.076372538318806,179.726648709494,5.7695706238244755,2026-04-24,us_breakout_rvol,US Breakout RVOL
CMPS,us,9.579999923706056,1292565120.0,134923295.0,Healthcare,Medical Care Facilities,8.884775450816061,8.071261284783358,7.254494350766916,6.744021254497984,6.498468995572774,4133215.0,31641154.56089523,32914901.33522246,76459154.13618088,4.699457083090608,69.85815869665186,33.61227087542515,51.10409610630131,8.130777917521703,7.070317156144737,1.9931479894913595,325.7777743869358,5.946651642958029,2026-04-24,us_breakout_rvol,US Breakout RVOL
SANM,us,192.16000366210935,10492875776.0,54604888.0,Technology,Electronic Components,180.27240906764192,171.0458827741531,159.1978198838949,149.55710361159726,146.05802103056052,759778.3333333334,110258989.45660062,98319426.95601568,128637583.5858663,6.74369464588751,46.72062447208223,8.058258833438426,51.033560160349786,4.132716149026203,4.589398314496587,1.9642843088643858,156.55540687234247,7.353386701427191,2026-04-24,us_breakout_rvol,US Breakout RVOL
TSMX,us,79.48999786376953,,,,,73.21639638293269,70.29093914875328,67.08583255510793,63.7248794754038,59.67148413266902,867163.3333333334,56226513.73729494,61958430.75839996,99433048.45242818,10.710298725848656,48.74625731004589,34.70598224837267,61.597885917826375,5.983862163520732,5.70232790384921,1.8449532844218224,385.4351014581345,6.689696275322147,2026-04-24,us_breakout_rvol,US Breakout RVOL
KOPN,us,3.700000047683716,658687232.0,178023568.0,Technology,Electronic Components,3.340865887672185,3.1112231545754225,2.8481532664605975,2.593666081899471,2.52869664873517,3074735.0,7790711.43745919,10414314.898788532,15544076.479061443,4.815866222996479,91.70985224039039,29.3706357831788,1.0928951069668624,6.814672131883215,9.420157783429044,1.778200133857322,224.561411764263,5.242866174134331,2026-04-24,us_breakout_rvol,US Breakout RVOL
CC,us,26.61000061035156,3994460928.0,150111263.0,Basic Materials,Specialty Chemicals,24.730565215214977,23.92891660101574,22.82039681041021,20.584517985926098,18.441605245810386,3454425.0,66831780.060962565,63971148.28172684,52095041.93321229,10.004134034171575,23.308622356017494,68.95238482762895,96.81952447768695,4.2116273043109675,4.702523089733623,1.7441893088894855,191.45673906687614,7.5499158329669935,2026-04-24,us_breakout_rvol,US Breakout RVOL
ANAB,us,58.880001068115234,1692697344.0,28748255.0,Healthcare,Biotechnology,52.26731851342088,48.60904914314031,45.55858838951284,41.44141022043347,36.694085040126126,608658.3333333334,24321280.358914267,30340291.377273843,36427783.33493127,14.842989160143837,35.8978373676933,85.78039524884842,162.46656046731346,9.660959747247185,8.031154479846654,1.7340627355180749,416.3100488366412,10.290805598952371,2026-04-24,us_breakout_rvol,US Breakout RVOL
KALU,us,177.86000061035156,2906340096.0,16340606.0,Basic Materials,Aluminum,164.1148504056082,155.49836624620264,145.5515546253142,134.54942991802938,124.64807798059694,257381.66666666666,34328558.18395403,37286548.912743464,52668621.28224691,7.898571076022365,54.835898282977794,39.59657444327158,128.31835317906285,4.335674802853179,4.6658270693462445,1.649060177764826,233.50833396518203,5.644485307681338,2026-04-24,us_breakout_rvol,US Breakout RVOL
TTMI,us,149.00999450683594,15473672192.0,103843183.0,Technology,Electronic Components,134.41508044657235,127.12711343395345,118.46639636411773,106.92212309131156,95.15208232336347,2290448.3333333335,235193921.02391985,191435199.48486328,223103802.29929605,12.054443746667376,55.3320067057232,56.819616681926256,167.57047617410174,5.55907108323831,6.755595227568058,1.572737564565202,679.3409412465819,8.65758664478158,2026-04-24,us_breakout_rvol,US Breakout RVOL
HIMX,us,12.09000015258789,2108809344.0,174425914.0,Technology,Semiconductors,11.423868247178111,10.908368984555576,10.170792059281482,9.248820760943515,8.810702944739301,2945160.0,28135442.946360905,33611721.63378133,35711791.19903246,10.612990073411122,44.79041437432687,43.58669884845525,37.38636239254773,5.730826999582201,6.3256158150711155,1.514698481577817,81.25937052920489,8.021306472320001,2026-04-24,us_breakout_rvol,US Breakout RVOL
